ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy
stress money moments,2,AC15,S7,trigrams,stress money moments,3,,0,,,0,0.0,False
so i should,2,AC15,S7,trigrams,i should,2,,0,,,0,0.0,False
obligations marriage kids,2,AC15,S7,trigrams,obligations marriage kids,3,,0,,marriage,1,0.3333333333333333,False
no rushed marriage,2,AC15,S7,trigrams,no rushed marriage,3,,0,,marriage,1,0.3333333333333333,False
performers tend to,2,AC15,S7,trigrams,performers tend,2,,0,,,0,0.0,False
emergency requests pause,2,AC15,S7,trigrams,emergency requests pause,3,,0,,,0,0.0,False
fairness look like,2,AC15,S7,trigrams,fairness look like,3,,0,,,0,0.0,False
we hire help,2,AC15,S7,trigrams,hire help,2,,0,,,0,0.0,False
change the plan,2,AC15,S7,trigrams,change plan,2,,0,,,0,0.0,False
especially cross border,2,AC15,S7,trigrams,especially cross border,3,,0,,,0,0.0,False
does she still,2,AC15,S7,trigrams,does she still,3,,0,,,0,0.0,False
capable does she,2,AC15,S7,trigrams,capable does she,3,,0,,,0,0.0,False
become an unspoken,2,AC15,S7,trigrams,become unspoken,2,,0,,,0,0.0,False
plan so neither,2,AC15,S7,trigrams,plan neither,2,,0,,,0,0.0,False
your life then,2,AC15,S7,trigrams,life then,2,,0,,,0,0.0,False
medical decision authority,2,AC15,S7,trigrams,medical decision authority,3,,0,,medical,1,0.3333333333333333,False
fund paid care,2,AC15,S7,trigrams,fund paid care,3,,0,,,0,0.0,False
isn t about,2,AC15,S7,trigrams,isn about,2,,0,,,0,0.0,False
one reputable hospital,2,AC15,S7,trigrams,one reputable hospital,3,,0,,,0,0.0,False
reputable hospital near,2,AC15,S7,trigrams,reputable hospital near,3,,0,,,0,0.0,False
learn survival language,2,AC15,S7,trigrams,learn survival language,3,,0,,,0,0.0,False
ready for full,2,AC15,S7,trigrams,ready full,2,,0,,,0,0.0,False
for full relocation,2,AC15,S7,trigrams,full relocation,2,,0,,relocat|relocation,2,0.5,False
reversible relocation rent,2,AC15,S7,trigrams,reversible relocation rent,3,,0,,relocat|relocation,2,0.3333333333333333,False
wants partner not,2,AC15,S7,trigrams,wants partner,2,,0,,partner,1,0.5,False
weeks ordinary life,2,AC15,S7,trigrams,weeks ordinary life,3,,0,,,0,0.0,False
a regional medical,2,AC15,S7,trigrams,regional medical,2,,0,,medical,1,0.5,False
regional medical hub,2,AC15,S7,trigrams,regional medical hub,3,,0,,medical,1,0.3333333333333333,False
living expenses if,2,AC15,S7,trigrams,living expenses,2,,0,,,0,0.0,False
or cross border,2,AC15,S7,trigrams,cross border,2,,0,,,0,0.0,False
to build language,2,AC15,S7,trigrams,build language,2,,0,,,0,0.0,False
longer stay only,2,AC15,S7,trigrams,longer stay,2,,0,,,0,0.0,False
can force panic,2,AC15,S7,trigrams,force panic,2,,0,,,0,0.0,False
time sensitive at,2,AC15,S7,trigrams,time sensitive,2,,0,,,0,0.0,False
want marriage why,2,AC15,S7,trigrams,want marriage,2,,0,,marriage,1,0.5,False
decision authority if,2,AC15,S7,trigrams,decision authority,2,,0,,,0,0.0,False
alignment talks money,2,AC15,S7,trigrams,alignment talks money,3,,0,,,0,0.0,False
talks money family,2,AC15,S7,trigrams,talks money family,3,,0,,,0,0.0,False
family marriage children,2,AC15,S7,trigrams,family marriage children,3,,0,,marriage|children,2,0.6666666666666666,False
rent keep assets,2,AC15,S7,trigrams,rent keep assets,3,,0,,,0,0.0,False
defined emergency fund,2,AC15,S7,trigrams,defined emergency fund,3,,0,,,0,0.0,False
ordinary life exposure,2,AC15,S7,trigrams,ordinary life exposure,3,,0,,,0,0.0,False
citizenship and whether,2,AC15,S7,trigrams,citizenship whether,2,,0,,citizenship,1,0.5,False
gives her a,2,AC15,S7,trigrams,gives her,2,,0,,,0,0.0,False
her a chance,2,AC15,S7,trigrams,her chance,2,,0,,,0,0.0,False
what i value,2,AC15,S7,trigrams,i value,2,,0,,,0,0.0,False
about our age,2,AC15,S7,trigrams,about our age,3,,0,,,0,0.0,False
our age difference,2,AC15,S7,trigrams,our age difference,3,,0,,,0,0.0,False
you think about,2,AC15,S7,trigrams,think about,2,,0,,,0,0.0,False
think about years,2,AC15,S7,trigrams,think about years,3,,0,,,0,0.0,False
about years from,2,AC15,S7,trigrams,about years,2,,0,,,0,0.0,False
health changes later,2,AC15,S7,trigrams,health changes later,3,,0,,health,1,0.3333333333333333,False
can genuinely love,2,AC15,S7,trigrams,genuinely love,2,,0,,love,1,0.5,False
t buy keep,2,AC15,S7,trigrams,buy keep,2,,0,,,0,0.0,False
buy keep an,2,AC15,S7,trigrams,buy keep,2,,0,,,0,0.0,False
the danger isn,2,AC15,S7,trigrams,danger isn,2,,0,,,0,0.0,False
danger isn t,2,AC15,S7,trigrams,danger isn,2,,0,,,0,0.0,False
pressure even if,2,AC15,S7,trigrams,pressure even,2,,0,,,0,0.0,False
one week ordinary,2,AC15,S7,trigrams,one week ordinary,3,,0,,,0,0.0,False
strengthen friendships health,2,AC15,S7,trigrams,strengthen friendships health,3,,0,,health,1,0.3333333333333333,False
fear driven the,2,AC15,S7,trigrams,fear driven,2,,0,,,0,0.0,False
to ask yourself,2,AC15,S7,trigrams,ask yourself,2,,0,,,0,0.0,False
that cuts through,2,AC15,S7,trigrams,cuts through,2,,0,,,0,0.0,False
i still want,2,AC15,S7,trigrams,i still want,3,,0,,,0,0.0,False
tends to sound,2,AC15,S7,trigrams,tends sound,2,,0,,,0,0.0,False
to sound like,2,AC15,S7,trigrams,sound like,2,,0,,,0,0.0,False
kind of urgency,2,AC15,S7,trigrams,kind urgency,2,,0,,,0,0.0,False
change my mind,2,AC15,S7,trigrams,change my mind,3,,0,,,0,0.0,False
rent not buy,2,AC15,S7,trigrams,rent buy,2,,0,,,0,0.0,False
not buy no,2,AC15,S7,trigrams,buy no,2,,0,,,0,0.0,False
buy no merged,2,AC15,S7,trigrams,buy no merged,3,,0,,,0,0.0,False
t sever home,2,AC15,S7,trigrams,sever home,2,,0,,,0,0.0,False
situation that typically,2,AC15,S7,trigrams,situation typically,2,,0,,,0,0.0,False
guardrail against excessive,2,AC15,S7,trigrams,guardrail against excessive,3,,0,,,0,0.0,False
plan the next,2,AC15,S7,trigrams,plan next,2,,0,,,0,0.0,False
real life exposure,2,AC15,S7,trigrams,real life exposure,3,,0,,,0,0.0,False
the next decision,2,AC15,S7,trigrams,next decision,2,,0,,,0,0.0,False
next decision gate,2,AC15,S7,trigrams,next decision gate,3,,0,,,0,0.0,False
emergency fund target,2,AC15,S7,trigrams,emergency fund target,3,,0,,,0,0.0,False
fund target if,2,AC15,S7,trigrams,fund target,2,,0,,,0,0.0,False
time in ordinary,2,AC15,S7,trigrams,time ordinary,2,,0,,,0,0.0,False
d keep your,2,AC15,S7,trigrams,d keep,2,,0,,,0,0.0,False
suggest the best,2,AC15,S7,trigrams,suggest best,2,,0,,,0,0.0,False
she says she,2,AC15,S7,trigrams,she says she,3,,0,,,0,0.0,False
family financial expectations,2,AC15,S7,trigrams,family financial expectations,3,,0,,,0,0.0,False
obligations marriage visa,2,AC15,S7,trigrams,obligations marriage visa,3,,0,,marriage|visa,2,0.6666666666666666,False
increase information more,2,AC15,S7,trigrams,increase information more,3,,0,,,0,0.0,False
information more than,2,AC15,S7,trigrams,information more than,3,,0,,,0,0.0,False
health plan partner,2,AC15,S7,trigrams,health plan partner,3,,0,,partner|health,2,0.6666666666666666,False
plan partner not,2,AC15,S7,trigrams,plan partner,2,,0,,partner,1,0.5,False
better to learn,2,AC15,S7,trigrams,better learn,2,,0,,,0,0.0,False
pressure tactics major,2,AC15,S7,trigrams,pressure tactics major,3,,0,,,0,0.0,False
say yes or,2,AC15,S7,trigrams,say yes,2,,0,,,0,0.0,False
yes or no,2,AC15,S7,trigrams,yes no,2,,0,,,0,0.0,False
or no than,2,AC15,S7,trigrams,no than,2,,0,,,0,0.0,False
no than i,2,AC15,S7,trigrams,no than i,3,,0,,,0,0.0,False
your plan makes,2,AC15,S7,trigrams,plan makes,2,,0,,,0,0.0,False
plan makes you,2,AC15,S7,trigrams,plan makes,2,,0,,,0,0.0,False
have no network,2,AC15,S7,trigrams,have no network,3,,0,,,0,0.0,False
no network she,2,AC15,S7,trigrams,no network she,3,,0,,,0,0.0,False
network she becomes,2,AC15,S7,trigrams,network she becomes,3,,0,,,0,0.0,False
after the month,2,AC15,S7,trigrams,after month,2,,0,,,0,0.0,False
what country city,2,AC15,S7,trigrams,country city,2,,0,,,0,0.0,False
live together or,2,AC15,S7,trigrams,live together,2,,0,,,0,0.0,False
together or separately,2,AC15,S7,trigrams,together separately,2,,0,,,0,0.0,False
or separately i,2,AC15,S7,trigrams,separately i,2,,0,,,0,0.0,False
separately i can,2,AC15,S7,trigrams,separately i,2,,0,,,0,0.0,False
then money family,2,AC15,S7,trigrams,then money family,3,,0,,,0,0.0,False
reversibility keep your,2,AC15,S7,trigrams,reversibility keep,2,,0,,,0,0.0,False
marriage visa expectations,2,AC15,S7,trigrams,marriage visa expectations,3,,0,,marriage|visa,2,0.6666666666666666,False
visa expectations and,2,AC15,S7,trigrams,visa expectations,2,,0,,visa,1,0.5,False
health insurance evacuation,2,AC15,S7,trigrams,health insurance evacuation,3,,0,,health,1,0.3333333333333333,False
decision gates to,2,AC15,S7,trigrams,decision gates,2,,0,,,0,0.0,False
gates to defeat,2,AC15,S7,trigrams,gates defeat,2,,0,,,0,0.0,False
to defeat sunk,2,AC15,S7,trigrams,defeat sunk,2,,0,,,0,0.0,False
continue stop criteria,2,AC15,S7,trigrams,continue stop criteria,3,,0,,,0,0.0,False
worked what didn,2,AC15,S7,trigrams,worked didn,2,,0,,,0,0.0,False
afford alone in,4,AC15P,S7,trigrams,afford alone,2,,0,,alone,1,0.5,False
care is plan,4,AC15P,S7,trigrams,care plan,2,,0,,,0,0.0,False
exit plan cash,4,AC15P,S7,trigrams,exit plan cash,3,,0,,,0,0.0,False
stay with her,4,AC15P,S7,trigrams,stay her,2,,0,,,0,0.0,False
you ll stay,4,AC15P,S7,trigrams,ll stay,2,,0,,,0,0.0,False
end of week,4,AC15P,S7,trigrams,end week,2,,0,,,0,0.0,False
family obligations expectations,3,AC15P,S7,trigrams,family obligations expectations,3,,0,,,0,0.0,False
a clear exit,3,AC15P,S7,trigrams,clear exit,2,,0,,,0,0.0,False
your name separate,3,AC15P,S7,trigrams,name separate,2,,0,,,0,0.0,False
name separate finances,3,AC15P,S7,trigrams,name separate finances,3,,0,,,0,0.0,False
yours and whether,3,AC15P,S7,trigrams,yours whether,2,,0,,,0,0.0,False
visa work healthcare,3,AC15P,S7,trigrams,visa work healthcare,3,,0,,healthcare|visa|health,3,0.6666666666666666,False
for parents siblings,3,AC15P,S7,trigrams,parents siblings,2,,0,,,0,0.0,False
time money housing,3,AC15P,S7,trigrams,time money housing,3,,0,,,0,0.0,False
support is expected,3,AC15P,S7,trigrams,support expected,2,,0,,,0,0.0,False
years you she,3,AC15P,S7,trigrams,years she,2,,0,,,0,0.0,False
country and hers,3,AC15P,S7,trigrams,country hers,2,,0,,,0,0.0,False
activities not centered,3,AC15P,S7,trigrams,activities centered,2,,0,,,0,0.0,False
local private hospital,3,AC15P,S7,trigrams,local private hospital,3,,0,,,0,0.0,False
vs too much,3,AC15P,S7,trigrams,vs too much,3,,0,,,0,0.0,False
marriage money model,3,AC15P,S7,trigrams,marriage money model,3,,0,,marriage,1,0.3333333333333333,False
money model family,3,AC15P,S7,trigrams,money model family,3,,0,,,0,0.0,False
model family obligations,3,AC15P,S7,trigrams,model family obligations,3,,0,,,0,0.0,False
in work mode,3,AC15P,S7,trigrams,work mode,2,,0,,,0,0.0,False
dual base or,3,AC15P,S7,trigrams,dual base,2,,0,,,0,0.0,False
chance pressure is,3,AC15P,S7,trigrams,chance pressure,2,,0,,,0,0.0,False
finances no loans,3,AC15P,S7,trigrams,finances no loans,3,,0,,,0,0.0,False
plan cash logistics,3,AC15P,S7,trigrams,plan cash logistics,3,,0,,,0,0.0,False
where home is,3,AC15P,S7,trigrams,where home,2,,0,,,0,0.0,False
to clarify how,3,AC15P,S7,trigrams,clarify how,2,,0,,,0,0.0,False
two weekly activities,3,AC15P,S7,trigrams,two weekly activities,3,,0,,,0,0.0,False
your country eventually,3,AC15P,S7,trigrams,country eventually,2,,0,,,0,0.0,False
own place and,3,AC15P,S7,trigrams,own place,2,,0,,,0,0.0,False
logistics to leave,3,AC15P,S7,trigrams,logistics leave,2,,0,,,0,0.0,False
week minimum outcomes,3,AC15P,S7,trigrams,week minimum outcomes,3,,0,,,0,0.0,False
relationship definition timeline,2,AC15P,S7,trigrams,relationship definition timeline,3,practicality_and_feasibility,1,timeline,relationship,1,0.3333333333333333,False
a reversible experiment,2,AC15P,S7,trigrams,reversible experiment,2,imagination_and_possibility,1,experiment,,0,0.0,False
a realistic return,2,AC15P,S7,trigrams,realistic return,2,practicality_and_feasibility,1,realistic,,0,0.0,False
insurance if feasible,2,AC15P,S7,trigrams,insurance feasible,2,practicality_and_feasibility,1,feasible,,0,0.0,False
that reduces risk,2,AC15P,S7,trigrams,reduces risk,2,practicality_and_feasibility,1,risk,,0,0.0,False
you long term,2,AC15P,S7,trigrams,long term,2,temporal_dynamics,1,long term,,0,0.0,False
keep a realistic,2,AC15P,S7,trigrams,keep realistic,2,practicality_and_feasibility,1,realistic,,0,0.0,False
your mind honest,2,AC15P,S7,trigrams,mind honest,2,truth_and_fact,1,honest,,0,0.0,False
long term money,2,AC15P,S7,trigrams,long term money,3,temporal_dynamics,1,long term,,0,0.0,False
boundaries no loans,2,AC15P,S7,trigrams,boundaries no loans,3,imagination_and_possibility,1,boundaries,,0,0.0,False
extend trial shift,2,AC15P,S7,trigrams,extend trial shift,3,temporal_dynamics,1,shift,,0,0.0,False
trial shift to,2,AC15P,S7,trigrams,trial shift,2,temporal_dynamics,1,shift,,0,0.0,False
shift to dual,2,AC15P,S7,trigrams,shift dual,2,temporal_dynamics,1,shift,,0,0.0,False
the honest move,2,AC15P,S7,trigrams,honest move,2,truth_and_fact,1,honest,,0,0.0,False
honest move is,2,AC15P,S7,trigrams,honest move,2,truth_and_fact,1,honest,,0,0.0,False
medical contingency plan,2,AC15P,S7,trigrams,medical contingency plan,3,practicality_and_feasibility,1,contingency,medical,1,0.3333333333333333,False
may have more,2,AC15P,S7,trigrams,may have more,3,,0,,,0,0.0,False
parents siblings now,2,AC15P,S7,trigrams,parents siblings now,3,,0,,,0,0.0,False
treat relocation as,2,AC15P,S7,trigrams,treat relocation,2,,0,,relocat|relocation,2,0.5,False
track how often,2,AC15P,S7,trigrams,track how often,3,,0,,,0,0.0,False
often you feel,2,AC15P,S7,trigrams,often feel,2,,0,,,0,0.0,False
feel calm vs,2,AC15P,S7,trigrams,feel calm vs,3,,0,,,0,0.0,False
months before permanent,2,AC15P,S7,trigrams,months before permanent,3,,0,,,0,0.0,False
country these are,2,AC15P,S7,trigrams,country these,2,,0,,,0,0.0,False
vs home country,2,AC15P,S7,trigrams,vs home country,3,,0,,,0,0.0,False
access to funds,2,AC15P,S7,trigrams,access funds,2,,0,,,0,0.0,False
a location where,2,AC15P,S7,trigrams,location where,2,,0,,,0,0.0,False
location where you,2,AC15P,S7,trigrams,location where,2,,0,,,0,0.0,False
for last chance,2,AC15P,S7,trigrams,last chance,2,,0,,last chance,1,1.0,True
story is consistent,2,AC15P,S7,trigrams,story consistent,2,,0,,,0,0.0,False
non negotiables write,2,AC15P,S7,trigrams,non negotiables write,3,,0,,,0,0.0,False
negotiables write them,2,AC15P,S7,trigrams,negotiables write,2,,0,,,0,0.0,False
plan ability to,2,AC15P,S7,trigrams,plan ability,2,,0,,,0,0.0,False
clarity on kids,2,AC15P,S7,trigrams,clarity kids,2,,0,,,0,0.0,False
she owes you,2,AC15P,S7,trigrams,she owes,2,,0,,,0,0.0,False
i m doing,2,AC15P,S7,trigrams,i m doing,3,,0,,,0,0.0,False
independence real separate,2,AC15P,S7,trigrams,independence real separate,3,,0,,,0,0.0,False
trial period living,2,AC15P,S7,trigrams,trial period living,3,,0,,,0,0.0,False
shared property no,2,AC15P,S7,trigrams,shared property no,3,,0,,,0,0.0,False
t yet have,2,AC15P,S7,trigrams,yet have,2,,0,,,0,0.0,False
whether marriage children,2,AC15P,S7,trigrams,whether marriage children,3,,0,,marriage|children,2,0.6666666666666666,False
table for either,2,AC15P,S7,trigrams,table either,2,,0,,,0,0.0,False
plan visa work,2,AC15P,S7,trigrams,plan visa work,3,,0,,visa,1,0.3333333333333333,False
expected for parents,2,AC15P,S7,trigrams,expected parents,2,,0,,,0,0.0,False
parents siblings time,2,AC15P,S7,trigrams,parents siblings time,3,,0,,,0,0.0,False
siblings time housing,2,AC15P,S7,trigrams,siblings time housing,3,,0,,,0,0.0,False
split shared costs,2,AC15P,S7,trigrams,split shared costs,3,,0,,,0,0.0,False
marriage at these,2,AC15P,S7,trigrams,marriage these,2,,0,,marriage,1,0.5,False
clarify how often,2,AC15P,S7,trigrams,clarify how often,3,,0,,,0,0.0,False
you working full,2,AC15P,S7,trigrams,working full,2,,0,,,0,0.0,False
more predictive than,2,AC15P,S7,trigrams,more predictive than,3,,0,,,0,0.0,False
means you should,2,AC15P,S7,trigrams,means should,2,,0,,,0,0.0,False
property no large,2,AC15P,S7,trigrams,property no large,3,,0,,,0,0.0,False
either of those,2,AC15P,S7,trigrams,either those,2,,0,,,0,0.0,False
decision not just,2,AC15P,S7,trigrams,decision just,2,,0,,,0,0.0,False
not just feelings,2,AC15P,S7,trigrams,just feelings,2,,0,,,0,0.0,False
next visit live,2,AC15P,S7,trigrams,next visit live,3,,0,,,0,0.0,False
healthy response disappointment,2,AC15P,S7,trigrams,healthy response disappointment,3,,0,,health,1,0.0,False
after calls visits,2,AC15P,S7,trigrams,after calls visits,3,,0,,,0,0.0,False
time what does,2,AC15P,S7,trigrams,time does,2,,0,,,0,0.0,False
a two track,2,AC15P,S7,trigrams,two track,2,,0,,,0,0.0,False
two track plan,2,AC15P,S7,trigrams,two track plan,3,,0,,,0,0.0,False
trial living period,2,AC15P,S7,trigrams,trial living period,3,,0,,,0,0.0,False
expect to observe,2,AC15P,S7,trigrams,expect observe,2,,0,,,0,0.0,False
t give loan,2,AC15P,S7,trigrams,give loan,2,,0,,,0,0.0,False
give loan significant,2,AC15P,S7,trigrams,give loan significant,3,,0,,,0,0.0,False
loan significant money,2,AC15P,S7,trigrams,loan significant money,3,,0,,,0,0.0,False
significant money or,2,AC15P,S7,trigrams,significant money,2,,0,,,0,0.0,False
money or buy,2,AC15P,S7,trigrams,money buy,2,,0,,,0,0.0,False
buy property early,2,AC15P,S7,trigrams,buy property early,3,,0,,,0,0.0,False
proportional shared expenses,2,AC15P,S7,trigrams,proportional shared expenses,3,,0,,,0,0.0,False
