ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy
ll ship a feature,2,AC15,S5,quadgrams,ll ship feature,3,,0,,,0,0.0,False
willingness to rely on,2,AC15,S5,quadgrams,willingness rely,2,,0,,,0,0.0,False
can review in code,2,AC15,S5,quadgrams,review code,2,,0,,code,1,0.5,False
review in code review,2,AC15,S5,quadgrams,review code review,3,,0,,code,1,0.3333333333333333,False
to adr pr commit,2,AC15,S5,quadgrams,adr pr commit,3,,0,,,0,0.0,False
if continuum is implemented,2,AC15,S5,quadgrams,continuum implemented,2,,0,,continuum,1,0.5,False
continuum is implemented as,2,AC15,S5,quadgrams,continuum implemented,2,,0,,continuum,1,0.5,False
do not ship remember,2,AC15,S5,quadgrams,ship remember,2,,0,,,0,0.0,False
not ship remember everything,2,AC15,S5,quadgrams,ship remember everything,3,,0,,,0,0.0,False
conflicts with apm or,2,AC15,S5,quadgrams,conflicts apm,2,,0,,,0,0.0,False
fresh eyes escape hatch,2,AC15,S5,quadgrams,fresh eyes escape hatch,4,,0,,fresh eyes,1,0.5,False
e g days for,2,AC15,S5,quadgrams,e g days,3,,0,,,0,0.0,False
g days for chats,2,AC15,S5,quadgrams,g days chats,3,,0,,,0,0.0,False
don t fully trust,2,AC15,S5,quadgrams,fully trust,2,,0,,,0,0.0,False
t fully trust it,2,AC15,S5,quadgrams,fully trust,2,,0,,,0,0.0,False
project memory you can,2,AC15,S5,quadgrams,project memory,2,,0,,memory|project memory,2,1.0,True
memory you can trust,2,AC15,S5,quadgrams,memory trust,2,,0,,memory,1,0.5,False
rbac aware retrieval retention,2,AC15,S5,quadgrams,rbac aware retrieval retention,4,,0,,retrieval,1,0.25,False
aware retrieval retention ttl,2,AC15,S5,quadgrams,aware retrieval retention ttl,4,,0,,retrieval,1,0.25,False
per answer memory used,2,AC15,S5,quadgrams,per answer memory used,4,,0,,memory,1,0.25,False
editable project brief decisions,2,AC15,S5,quadgrams,editable project brief decisions,4,,0,,,0,0.0,False
scope status active superseded,2,AC15,S5,quadgrams,scope status active superseded,4,,0,,,0,0.0,False
if the mvp goal,2,AC15,S5,quadgrams,mvp goal,2,,0,,,0,0.0,False
the mvp goal is,2,AC15,S5,quadgrams,mvp goal,2,,0,,,0,0.0,False
short ttl vectors later,2,AC15,S5,quadgrams,short ttl vectors later,4,,0,,vector|vectors,2,0.25,False
inferred evidence_refs pr commit,2,AC15,S5,quadgrams,inferred evidence_refs pr commit,4,,0,,,0,0.0,False
evidence_refs pr commit doc,2,AC15,S5,quadgrams,evidence_refs pr commit doc,4,,0,,,0,0.0,False
make what the ai,2,AC15,S5,quadgrams,make ai,2,,0,,,0,0.0,False
adrs prs issues runbooks,6,AC15P,S5,quadgrams,adrs prs issues runbooks,4,,0,,,0,0.0,False
prs issues runbooks postmortems,5,AC15P,S5,quadgrams,prs issues runbooks postmortems,4,,0,,,0,0.0,False
artifacts adrs prs issues,5,AC15P,S5,quadgrams,artifacts adrs prs issues,4,,0,,,0,0.0,False
runbooks postmortems selected logs,4,AC15P,S5,quadgrams,runbooks postmortems selected logs,4,,0,,,0,0.0,False
durable artifacts adrs prs,4,AC15P,S5,quadgrams,durable artifacts adrs prs,4,,0,,,0,0.0,False
project brief adr style,4,AC15P,S5,quadgrams,project brief adr style,4,,0,,,0,0.0,False
brief adr style decisions,4,AC15P,S5,quadgrams,brief adr style decisions,4,,0,,,0,0.0,False
id type text status,4,AC15P,S5,quadgrams,id type text status,4,,0,,,0,0.0,False
verified outcomes runbook items,3,AC15P,S5,quadgrams,verified outcomes runbook items,4,truth_and_fact,1,verified,,0,0.0,False
accepted superseded deprecated needs,3,AC15P,S5,quadgrams,accepted superseded deprecated needs,4,temporal_dynamics,1,deprecat,deprecated,1,0.25,False
superseded deprecated needs review,3,AC15P,S5,quadgrams,superseded deprecated needs review,4,temporal_dynamics,1,deprecat,deprecated,1,0.25,False
adr style decisions verified,3,AC15P,S5,quadgrams,adr style decisions verified,4,truth_and_fact,1,verified,,0,0.0,False
style decisions verified outcomes,3,AC15P,S5,quadgrams,style decisions verified outcomes,4,truth_and_fact,1,verified,,0,0.0,False
draft accepted superseded deprecated,3,AC15P,S5,quadgrams,draft accepted superseded deprecated,4,temporal_dynamics,1,deprecat,deprecated,1,0.25,False
what influenced the answer,3,AC15P,S5,quadgrams,influenced answer,2,,0,,,0,0.0,False
project brief accepted decisions,3,AC15P,S5,quadgrams,project brief accepted decisions,4,,0,,,0,0.0,False
filters repo branch time,3,AC15P,S5,quadgrams,filters repo branch time,4,,0,,,0,0.0,False
over durable artifacts with,3,AC15P,S5,quadgrams,over durable artifacts,3,,0,,,0,0.0,False
durable artifacts with citations,3,AC15P,S5,quadgrams,durable artifacts citations,3,,0,,,0,0.0,False
status draft accepted superseded,3,AC15P,S5,quadgrams,status draft accepted superseded,4,,0,,,0,0.0,False
created_at last_validated_at repo branch,3,AC15P,S5,quadgrams,created_at last_validated_at repo branch,4,,0,,,0,0.0,False
after n days sprints,3,AC15P,S5,quadgrams,after n days sprints,4,,0,,,0,0.0,False
decisions constraints verified outcomes,2,AC15P,S5,quadgrams,decisions constraints verified outcomes,4,truth_and_fact|practicality_and_feasibility,2,verified|constraints,,0,0.0,False
makes continuity mostly about,2,AC15P,S5,quadgrams,makes continuity mostly about,4,temporal_dynamics,1,continuity,continuity,1,0.25,False
tend to make continuity,2,AC15P,S5,quadgrams,tend make continuity,3,temporal_dynamics,1,continuity,continuity,1,0.3333333333333333,False
constraint that steers everything,2,AC15P,S5,quadgrams,constraint steers everything,3,practicality_and_feasibility,1,constraint,,0,0.0,False
can t ship provenance,2,AC15P,S5,quadgrams,ship provenance,2,truth_and_fact,1,provenance,,0,0.0,False
time window branch artifact,2,AC15P,S5,quadgrams,time window branch artifact,4,temporal_dynamics,1,window,,0,0.0,False
possible paths symbols exist,2,AC15P,S5,quadgrams,possible paths symbols exist,4,imagination_and_possibility,1,possible,,0,0.0,False
artifact type time window,2,AC15P,S5,quadgrams,artifact type time window,4,temporal_dynamics,1,window,,0,0.0,False
type time window status,2,AC15P,S5,quadgrams,type time window status,4,temporal_dynamics,1,window,,0,0.0,False
should we depends on,2,AC15P,S5,quadgrams,should depends,2,,0,,,0,0.0,False
the model toward prior,2,AC15P,S5,quadgrams,model toward prior,3,,0,,,0,0.0,False
model toward prior framings,2,AC15P,S5,quadgrams,model toward prior framings,4,,0,,,0,0.0,False
pointers to durable artifacts,2,AC15P,S5,quadgrams,pointers durable artifacts,3,,0,,,0,0.0,False
still valid after the,2,AC15P,S5,quadgrams,still valid after,3,,0,,,0,0.0,False
metadata filters repo branch,2,AC15P,S5,quadgrams,metadata filters repo branch,4,,0,,,0,0.0,False
see what influenced the,2,AC15P,S5,quadgrams,see influenced,2,,0,,,0,0.0,False
run an a b,2,AC15P,S5,quadgrams,run b,2,,0,,,0,0.0,False
an a b c,2,AC15P,S5,quadgrams,b c,2,,0,,,0,0.0,False
eliminate re briefing without,2,AC15P,S5,quadgrams,eliminate briefing without,3,,0,,re briefing,1,0.3333333333333333,False
can propose the exact,2,AC15P,S5,quadgrams,propose exact,2,,0,,,0,0.0,False
can canonize a wrong,2,AC15P,S5,quadgrams,canonize wrong,2,,0,,,0,0.0,False
when persistent memory is,2,AC15P,S5,quadgrams,persistent memory,2,,0,,memory,1,0.5,False
issues runbooks postmortems rather,2,AC15P,S5,quadgrams,issues runbooks postmortems rather,4,,0,,,0,0.0,False
runbooks postmortems rather than,2,AC15P,S5,quadgrams,runbooks postmortems rather than,4,,0,,,0,0.0,False
file path commit hash,2,AC15P,S5,quadgrams,file path commit hash,4,,0,,,0,0.0,False
depends on the architecture,2,AC15P,S5,quadgrams,depends architecture,2,,0,,,0,0.0,False
memory project brief adr,2,AC15P,S5,quadgrams,memory project brief adr,4,,0,,memory,1,0.25,False
project brief adr like,2,AC15P,S5,quadgrams,project brief adr like,4,,0,,,0,0.0,False
brief adr like decisions,2,AC15P,S5,quadgrams,brief adr like decisions,4,,0,,,0,0.0,False
vector lexical search over,2,AC15P,S5,quadgrams,vector lexical search over,4,,0,,vector,1,0.25,False
issues runbooks postmortems selected,2,AC15P,S5,quadgrams,issues runbooks postmortems selected,4,,0,,,0,0.0,False
auto mark needs review,2,AC15P,S5,quadgrams,auto mark needs review,4,,0,,,0,0.0,False
developer can t see,2,AC15P,S5,quadgrams,developer see,2,,0,,developer,1,0.5,False
before acting on old,2,AC15P,S5,quadgrams,before acting old,3,,0,,,0,0.0,False
this makes the assistant,2,AC15P,S5,quadgrams,makes assistant,2,,0,,,0,0.0,False
becomes stale if the,2,AC15P,S5,quadgrams,becomes stale,2,,0,,stale,1,0.5,False
doc pr issue file,2,AC15P,S5,quadgrams,doc pr issue file,4,,0,,,0,0.0,False
branch artifact type status,2,AC15P,S5,quadgrams,branch artifact type status,4,,0,,,0,0.0,False
opaque or hard to,2,AC15P,S5,quadgrams,opaque hard,2,,0,,,0,0.0,False
memory must be auditable,2,AC15P,S5,quadgrams,memory must auditable,3,,0,,memory,1,0.3333333333333333,False
use vectors only for,2,AC15P,S5,quadgrams,use vectors,2,,0,,vector|vectors,2,0.5,False
adr pr issue or,2,AC15P,S5,quadgrams,adr pr issue,3,,0,,,0,0.0,False
as the codebase evolves,2,AC15P,S5,quadgrams,codebase evolves,2,,0,,codebase,1,0.5,False
is most compelling when,2,AC15P,S5,quadgrams,most compelling,2,,0,,,0,0.0,False
with citations prs issues,2,AC15P,S5,quadgrams,citations prs issues,3,,0,,,0,0.0,False
citations prs issues docs,2,AC15P,S5,quadgrams,citations prs issues docs,4,,0,,,0,0.0,False
prs issues docs not,2,AC15P,S5,quadgrams,prs issues docs,3,,0,,,0,0.0,False
curated artifacts project brief,2,AC15P,S5,quadgrams,curated artifacts project brief,4,,0,,,0,0.0,False
artifacts project brief adr,2,AC15P,S5,quadgrams,artifacts project brief adr,4,,0,,,0,0.0,False
visible fresh eyes vs,2,AC15P,S5,quadgrams,visible fresh eyes vs,4,,0,,fresh eyes,1,0.5,False
eyes vs continuum mode,2,AC15P,S5,quadgrams,eyes vs continuum mode,4,,0,,continuum,1,0.25,False
cited and time branch,2,AC15P,S5,quadgrams,cited time branch,3,,0,,,0,0.0,False
eyes vs continuum and,2,AC15P,S5,quadgrams,eyes vs continuum,3,,0,,continuum,1,0.3333333333333333,False
time branch artifact type,2,AC15P,S5,quadgrams,time branch artifact type,4,,0,,,0,0.0,False
vectors over durable artifacts,2,AC15P,S5,quadgrams,vectors over durable artifacts,4,,0,,vector|vectors,2,0.25,False
type text status draft,2,AC15P,S5,quadgrams,type text status draft,4,,0,,,0,0.0,False
text status draft accepted,2,AC15P,S5,quadgrams,text status draft accepted,4,,0,,,0,0.0,False
owner created_at last_validated_at repo,2,AC15P,S5,quadgrams,owner created_at last_validated_at repo,4,,0,,,0,0.0,False
links pr issue doc,2,AC15P,S5,quadgrams,links pr issue doc,4,,0,,,0,0.0,False
where did we do,2,AC15P,S5,quadgrams,where did,2,,0,,,0,0.0,False
issues adrs runbooks postmortems,2,AC15P,S5,quadgrams,issues adrs runbooks postmortems,4,,0,,,0,0.0,False
adrs runbooks postmortems selected,2,AC15P,S5,quadgrams,adrs runbooks postmortems selected,4,,0,,,0,0.0,False
postmortems selected logs stack,2,AC15P,S5,quadgrams,postmortems selected logs stack,4,,0,,,0,0.0,False
selected logs stack traces,2,AC15P,S5,quadgrams,selected logs stack traces,4,,0,,,0,0.0,False
design docs not raw,2,AC15P,S5,quadgrams,design docs raw,3,,0,,,0,0.0,False
docs not raw chats,2,AC15P,S5,quadgrams,docs raw chats,3,,0,,,0,0.0,False
not raw chats by,2,AC15P,S5,quadgrams,raw chats,2,,0,,,0,0.0,False
raw chats by default,2,AC15P,S5,quadgrams,raw chats default,3,,0,,,0,0.0,False
filters repo branch artifact,2,AC15P,S5,quadgrams,filters repo branch artifact,4,,0,,,0,0.0,False
repo branch artifact type,2,AC15P,S5,quadgrams,repo branch artifact type,4,,0,,,0,0.0,False
branch artifact type time,2,AC15P,S5,quadgrams,branch artifact type time,4,,0,,,0,0.0,False
self reinforcing retrieval loops,2,AC15P,S5,quadgrams,self reinforcing retrieval loops,4,,0,,retrieval,1,0.25,False
brief adrs runbook outcomes,2,AC15P,S5,quadgrams,brief adrs runbook outcomes,4,,0,,,0,0.0,False
raw chat by default,2,AC15P,S5,quadgrams,raw chat default,3,,0,,,0,0.0,False
ephemeral or user invoked,2,AC15P,S5,quadgrams,ephemeral user invoked,3,,0,,,0,0.0,False
retrieval over durable artifacts,2,AC15P,S5,quadgrams,retrieval over durable artifacts,4,,0,,retrieval,1,0.25,False
memory loaded brief vn,2,AC15P,S5,quadgrams,memory loaded brief vn,4,,0,,memory,1,0.25,False
always show used context,2,AC15P,S5,quadgrams,always show used context,4,,0,,context,1,0.25,False
show used context with,2,AC15P,S5,quadgrams,show used context,3,,0,,context,1,0.3333333333333333,False
used context with links,2,AC15P,S5,quadgrams,used context links,3,,0,,context,1,0.3333333333333333,False
context with links dates,2,AC15P,S5,quadgrams,context links dates,3,,0,,context,1,0.3333333333333333,False
keep unit economics sane,2,AC15P,S5,quadgrams,keep unit economics sane,4,,0,,,0,0.0,False
retention access deletion audit,2,AC15P,S5,quadgrams,retention access deletion audit,4,,0,,,0,0.0,False
last_validated_at repo branch links,2,AC15P,S5,quadgrams,last_validated_at repo branch links,4,,0,,,0,0.0,False
with hard filters repo,2,AC15P,S5,quadgrams,hard filters repo,3,,0,,,0,0.0,False
hard filters repo branch,2,AC15P,S5,quadgrams,hard filters repo branch,4,,0,,,0,0.0,False
needs review after n,2,AC15P,S5,quadgrams,needs review after n,4,,0,,,0,0.0,False
review after n days,2,AC15P,S5,quadgrams,review after n days,4,,0,,,0,0.0,False
n days sprints unless,2,AC15P,S5,quadgrams,n days sprints unless,4,,0,,,0,0.0,False
days sprints unless reaffirmed,2,AC15P,S5,quadgrams,days sprints unless reaffirmed,4,,0,,,0,0.0,False
conventions constraints system map,7,CONTROL,S5,quadgrams,conventions constraints system map,4,practicality_and_feasibility,1,constraints,,0,0.0,False
decisions conventions constraints system,6,CONTROL,S5,quadgrams,decisions conventions constraints system,4,practicality_and_feasibility,1,constraints,,0,0.0,False
notebook decisions conventions constraints,3,CONTROL,S5,quadgrams,notebook decisions conventions constraints,4,practicality_and_feasibility,1,constraints,,0,0.0,False
scope tags service module,3,CONTROL,S5,quadgrams,scope tags service module,4,,0,,,0,0.0,False
gated vector backed evidence,2,CONTROL,S5,quadgrams,gated vector backed evidence,4,truth_and_fact,1,evidence,vector,1,0.25,False
verify against the repo,2,CONTROL,S5,quadgrams,verify against repo,3,truth_and_fact,1,verify,,0,0.0,False
module tags recency window,2,CONTROL,S5,quadgrams,module tags recency window,4,temporal_dynamics,1,window,,0,0.0,False
continuum notebook gated evidence,2,CONTROL,S5,quadgrams,continuum notebook gated evidence,4,truth_and_fact,1,evidence,continuum,1,0.25,False
vector backed evidence index,2,CONTROL,S5,quadgrams,vector backed evidence index,4,truth_and_fact,1,evidence,vector,1,0.25,False
constraints conventions system map,2,CONTROL,S5,quadgrams,constraints conventions system map,4,practicality_and_feasibility,1,constraints,,0,0.0,False
as decision convention constraint,2,CONTROL,S5,quadgrams,decision convention constraint,3,practicality_and_feasibility,1,constraint,,0,0.0,False
repo verification before recommending,2,CONTROL,S5,quadgrams,repo verification before recommending,4,truth_and_fact,1,verification,,0,0.0,False
not just prose decision,2,CONTROL,S5,quadgrams,just prose decision,3,,0,,,0,0.0,False
that preserves fresh eyes,2,CONTROL,S5,quadgrams,preserves fresh eyes,3,,0,,fresh eyes,1,0.6666666666666666,False
curated summary adr layer,2,CONTROL,S5,quadgrams,curated summary adr layer,4,,0,,summary,1,0.25,False
for deep recall and,2,CONTROL,S5,quadgrams,deep recall,2,,0,,,0,0.0,False
what was that error,2,CONTROL,S5,quadgrams,was error,2,,0,,,0,0.0,False
resume yesterday s thread,2,CONTROL,S5,quadgrams,resume yesterday thread,3,,0,,,0,0.0,False
s something you d,2,CONTROL,S5,quadgrams,something d,2,,0,,,0,0.0,False
this eliminates most re,2,CONTROL,S5,quadgrams,eliminates most,2,,0,,,0,0.0,False
eliminates most re briefing,2,CONTROL,S5,quadgrams,eliminates most briefing,3,,0,,re briefing,1,0.3333333333333333,False
tends to do well,2,CONTROL,S5,quadgrams,tends well,2,,0,,,0,0.0,False
but more likely to,2,CONTROL,S5,quadgrams,more likely,2,,0,,,0,0.0,False
over raw artifacts chat,2,CONTROL,S5,quadgrams,over raw artifacts chat,4,,0,,,0,0.0,False
not loaded by default,2,CONTROL,S5,quadgrams,loaded default,2,,0,,,0,0.0,False
more likely to create,2,CONTROL,S5,quadgrams,more likely create,3,,0,,,0,0.0,False
likely to cause ruts,2,CONTROL,S5,quadgrams,likely cause ruts,3,,0,,,0,0.0,False
first useful answer drops,2,CONTROL,S5,quadgrams,first useful answer drops,4,,0,,,0,0.0,False
useful answer drops materially,2,CONTROL,S5,quadgrams,useful answer drops materially,4,,0,,,0,0.0,False
if memory is used,2,CONTROL,S5,quadgrams,memory used,2,,0,,memory,1,0.5,False
memory is used as,2,CONTROL,S5,quadgrams,memory used,2,,0,,memory,1,0.5,False
with timestamps commit branch,2,CONTROL,S5,quadgrams,timestamps commit branch,3,,0,,,0,0.0,False
on memory influenced answers,2,CONTROL,S5,quadgrams,memory influenced answers,3,,0,,memory,1,0.3333333333333333,False
use vectors only as,2,CONTROL,S5,quadgrams,use vectors,2,,0,,vector|vectors,2,0.5,False
the system of record,2,CONTROL,S5,quadgrams,system record,2,,0,,,0,0.0,False
everything forever as the,2,CONTROL,S5,quadgrams,everything forever,2,,0,,,0,0.0,False
forever as the primary,2,CONTROL,S5,quadgrams,forever primary,2,,0,,,0,0.0,False
architecture interaction summary memory,2,CONTROL,S5,quadgrams,architecture interaction summary memory,4,,0,,memory|summary,2,0.5,False
summary structured memory as,2,CONTROL,S5,quadgrams,summary structured memory,3,,0,,memory|summary,2,0.6666666666666666,False
module scope exclude superseded,2,CONTROL,S5,quadgrams,module scope exclude superseded,4,,0,,,0,0.0,False
debugging what did we,2,CONTROL,S5,quadgrams,debugging did,2,,0,,,0,0.0,False
why did we choose,2,CONTROL,S5,quadgrams,did choose,2,,0,,,0,0.0,False
title status active superseded,2,CONTROL,S5,quadgrams,title status active superseded,4,,0,,,0,0.0,False
links pr adr doc,2,CONTROL,S5,quadgrams,links pr adr doc,4,,0,,,0,0.0,False
pr adr doc scope,2,CONTROL,S5,quadgrams,pr adr doc scope,4,,0,,,0,0.0,False
adr doc scope tags,2,CONTROL,S5,quadgrams,adr doc scope tags,4,,0,,,0,0.0,False
doc scope tags service,2,CONTROL,S5,quadgrams,doc scope tags service,4,,0,,,0,0.0,False
did we try what,2,CONTROL,S5,quadgrams,did try,2,,0,,,0,0.0,False
hard filters first repo,2,CONTROL,S5,quadgrams,hard filters first repo,4,,0,,,0,0.0,False
branch main module tags,2,CONTROL,S5,quadgrams,branch main module tags,4,,0,,,0,0.0,False
main module tags recency,2,CONTROL,S5,quadgrams,main module tags recency,4,,0,,,0,0.0,False
fresh eyes notebook repo,2,CONTROL,S5,quadgrams,fresh eyes notebook repo,4,,0,,fresh eyes,1,0.5,False
eyes notebook repo only,2,CONTROL,S5,quadgrams,eyes notebook repo,3,,0,,,0,0.0,False
notebook repo only vs,2,CONTROL,S5,quadgrams,notebook repo vs,3,,0,,,0,0.0,False
repo only vs continuum,2,CONTROL,S5,quadgrams,repo vs continuum,3,,0,,continuum,1,0.3333333333333333,False
only vs continuum notebook,2,CONTROL,S5,quadgrams,vs continuum notebook,3,,0,,continuum,1,0.3333333333333333,False
vs continuum notebook gated,2,CONTROL,S5,quadgrams,vs continuum notebook gated,4,,0,,continuum,1,0.25,False
forensics what did we,2,CONTROL,S5,quadgrams,forensics did,2,,0,,,0,0.0,False
project notebook summaries structured,2,CONTROL,S5,quadgrams,project notebook summaries structured,4,,0,,summaries,1,0.25,False
you must answer the,2,CONTROL,S5,quadgrams,must answer,2,,0,,,0,0.0,False
project notebook decisions conventions,2,CONTROL,S5,quadgrams,project notebook decisions conventions,4,,0,,,0,0.0,False
services modules owners entry,2,CONTROL,S5,quadgrams,services modules owners entry,4,,0,,,0,0.0,False
modules owners entry points,2,CONTROL,S5,quadgrams,modules owners entry points,4,,0,,,0,0.0,False
import from repo docs,2,CONTROL,S5,quadgrams,import repo docs,3,,0,,,0,0.0,False
basic repo conflict checks,2,CONTROL,S5,quadgrams,basic repo conflict checks,4,,0,,,0,0.0,False
only for resume last,2,CONTROL,S5,quadgrams,resume last,2,,0,,,0,0.0,False
