ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy
continuity but make,2,AC15,S5,trigrams,continuity make,2,temporal_dynamics,1,continuity,continuity,1,0.5,False
the continuity argument,2,AC15,S5,trigrams,continuity argument,2,temporal_dynamics,1,continuity,continuity,1,0.5,False
as decaying cited,2,AC15,S5,trigrams,decaying cited,2,temporal_dynamics,1,decaying,,0,0.0,False
always show source,2,AC15,S5,trigrams,always show source,3,truth_and_fact,1,source,,0,0.0,False
show source date,2,AC15,S5,trigrams,show source date,3,truth_and_fact,1,source,,0,0.0,False
we build continuity,2,AC15,S5,trigrams,build continuity,2,temporal_dynamics,1,continuity,continuity,1,0.5,False
types decision constraint,2,AC15,S5,trigrams,types decision constraint,3,practicality_and_feasibility,1,constraint,,0,0.0,False
evidence index ei,2,AC15,S5,trigrams,evidence index ei,3,truth_and_fact,1,evidence,,0,0.0,False
code prompt constraints,2,AC15,S5,trigrams,code prompt constraints,3,practicality_and_feasibility,1,constraints,code,1,0.3333333333333333,False
prompt constraints only,2,AC15,S5,trigrams,prompt constraints,2,practicality_and_feasibility,1,constraints,,0,0.0,False
build continuity but,2,AC15,S5,trigrams,build continuity,2,temporal_dynamics,1,continuity,continuity,1,0.5,False
evidence lookup not,2,AC15,S5,trigrams,evidence lookup,2,truth_and_fact,1,evidence,,0,0.0,False
trust and cost,2,AC15,S5,trigrams,trust cost,2,practicality_and_feasibility,1,cost,,0,0.0,False
brief decisions constraints,2,AC15,S5,trigrams,brief decisions constraints,3,practicality_and_feasibility,1,constraints,,0,0.0,False
your own data,2,AC15,S5,trigrams,own data,2,truth_and_fact,1,data,,0,0.0,False
task fresh eyes,2,AC15,S5,trigrams,task fresh eyes,3,,0,,fresh eyes,1,0.6666666666666666,False
authoritative memory small,2,AC15,S5,trigrams,authoritative memory small,3,,0,,memory,1,0.3333333333333333,False
convention patterns error,2,AC15,S5,trigrams,convention patterns error,3,,0,,,0,0.0,False
t leave region,2,AC15,S5,trigrams,leave region,2,,0,,,0,0.0,False
service module status,2,AC15,S5,trigrams,service module status,3,,0,,,0,0.0,False
module status active,2,AC15,S5,trigrams,module status active,3,,0,,,0,0.0,False
last_confirmed_at confidence user,2,AC15,S5,trigrams,last_confirmed_at confidence user,3,,0,,,0,0.0,False
prs commits docs,2,AC15,S5,trigrams,prs commits docs,3,,0,,,0,0.0,False
assistant proposes memory,2,AC15,S5,trigrams,assistant proposes memory,3,,0,,memory,1,0.3333333333333333,False
approves edits supersedes,2,AC15,S5,trigrams,approves edits supersedes,3,,0,,,0,0.0,False
relevant code excerpts,2,AC15,S5,trigrams,relevant code excerpts,3,,0,,code,1,0.3333333333333333,False
for raw chat,2,AC15,S5,trigrams,raw chat,2,,0,,,0,0.0,False
days unless promoted,2,AC15,S5,trigrams,days unless promoted,3,,0,,,0,0.0,False
something like score,2,AC15,S5,trigrams,something like score,3,,0,,,0,0.0,False
like score relevance,2,AC15,S5,trigrams,like score relevance,3,,0,,,0,0.0,False
layer b and,2,AC15,S5,trigrams,layer b,2,,0,,,0,0.0,False
per new session,2,AC15,S5,trigrams,per new session,3,,0,,session,1,0.3333333333333333,False
as governed time,2,AC15,S5,trigrams,governed time,2,,0,,,0,0.0,False
time aware user,2,AC15,S5,trigrams,time aware user,3,,0,,,0,0.0,False
aware user auditable,2,AC15,S5,trigrams,aware user auditable,3,,0,,,0,0.0,False
yesterday s trail,2,AC15,S5,trigrams,yesterday trail,2,,0,,,0,0.0,False
be versioned superseded,2,AC15,S5,trigrams,versioned superseded,2,,0,,,0,0.0,False
typed records decision,2,AC15,S5,trigrams,typed records decision,3,,0,,,0,0.0,False
ideally user approved,2,AC15,S5,trigrams,ideally user approved,3,,0,,,0,0.0,False
the model detects,2,AC15,S5,trigrams,model detects,2,,0,,,0,0.0,False
use authoritative memory,2,AC15,S5,trigrams,use authoritative memory,3,,0,,memory,1,0.3333333333333333,False
project brief authoritative,2,AC15,S5,trigrams,project brief authoritative,3,,0,,,0,0.0,False
links to adrs,2,AC15,S5,trigrams,links adrs,2,,0,,,0,0.0,False
to adrs runbooks,2,AC15,S5,trigrams,adrs runbooks,2,,0,,,0,0.0,False
memory add memory,2,AC15,S5,trigrams,memory add memory,3,,0,,memory,1,0.6666666666666666,False
doesn t steer,2,AC15,S5,trigrams,doesn steer,2,,0,,,0,0.0,False
eyes mode so,2,AC15,S5,trigrams,eyes mode,2,,0,,,0,0.0,False
policy auto approves,2,AC15,S5,trigrams,policy auto approves,3,,0,,,0,0.0,False
auto approves low,2,AC15,S5,trigrams,auto approves low,3,,0,,,0,0.0,False
memory re injection,2,AC15,S5,trigrams,memory injection,2,,0,,memory,1,0.5,False
a single free,2,AC15,S5,trigrams,single free,2,,0,,,0,0.0,False
single free text,2,AC15,S5,trigrams,single free text,3,,0,,,0,0.0,False
free text blob,2,AC15,S5,trigrams,free text blob,3,,0,,,0,0.0,False
into every prompt,2,AC15,S5,trigrams,every prompt,2,,0,,,0,0.0,False
vectors as cited,2,AC15,S5,trigrams,vectors cited,2,,0,,vector|vectors,2,0.5,False
memory with time,2,AC15,S5,trigrams,memory time,2,,0,,memory,1,0.5,False
yes because the,2,AC15,S5,trigrams,yes because,2,,0,,,0,0.0,False
history and stale,2,AC15,S5,trigrams,history stale,2,,0,,stale,1,0.5,False
authoritative memory structured,2,AC15,S5,trigrams,authoritative memory structured,3,,0,,memory,1,0.3333333333333333,False
structured summaries records,2,AC15,S5,trigrams,structured summaries records,3,,0,,summaries,1,0.3333333333333333,False
scoped time stamped,2,AC15,S5,trigrams,scoped time stamped,3,,0,,,0,0.0,False
time stamped vector,2,AC15,S5,trigrams,time stamped vector,3,,0,,vector,1,0.3333333333333333,False
scope recency gating,2,AC15,S5,trigrams,scope recency gating,3,,0,,,0,0.0,False
fresh eyes this,2,AC15,S5,trigrams,fresh eyes,2,,0,,fresh eyes,1,1.0,True
project brief decision,2,AC15,S5,trigrams,project brief decision,3,,0,,,0,0.0,False
uses code prompt,2,AC15,S5,trigrams,uses code prompt,3,,0,,code,1,0.3333333333333333,False
go stale because,2,AC15,S5,trigrams,go stale because,3,,0,,stale,1,0.3333333333333333,False
doesn t mean,2,AC15,S5,trigrams,doesn mean,2,,0,,,0,0.0,False
this convention hasn,2,AC15,S5,trigrams,convention hasn,2,,0,,,0,0.0,False
convention hasn t,2,AC15,S5,trigrams,convention hasn,2,,0,,,0,0.0,False
hasn t been,2,AC15,S5,trigrams,hasn been,2,,0,,,0,0.0,False
vectors are used,2,AC15,S5,trigrams,vectors used,2,,0,,vector|vectors,2,0.5,False
promote to convention,2,AC15,S5,trigrams,promote convention,2,,0,,,0,0.0,False
worried enough to,2,AC15,S5,trigrams,worried enough,2,,0,,,0,0.0,False
ll ship a,2,AC15,S5,trigrams,ll ship,2,,0,,,0,0.0,False
how fast you,2,AC15,S5,trigrams,how fast,2,,0,,,0,0.0,False
willingness to rely,2,AC15,S5,trigrams,willingness rely,2,,0,,,0,0.0,False
with summaries records,2,AC15,S5,trigrams,summaries records,2,,0,,summaries,1,0.5,False
summaries structured records,2,AC15,S5,trigrams,summaries structured records,3,,0,,summaries,1,0.3333333333333333,False
mirrored to repo,2,AC15,S5,trigrams,mirrored repo,2,,0,,,0,0.0,False
review in code,2,AC15,S5,trigrams,review code,2,,0,,code,1,0.5,False
in code review,2,AC15,S5,trigrams,code review,2,,0,,code,1,0.5,False
adr pr commit,2,AC15,S5,trigrams,adr pr commit,3,,0,,,0,0.0,False
continuum is implemented,2,AC15,S5,trigrams,continuum implemented,2,,0,,continuum,1,0.5,False
onboarding tax and,2,AC15,S5,trigrams,onboarding tax,2,,0,,onboarding,1,0.5,False
memory weakens the,2,AC15,S5,trigrams,memory weakens,2,,0,,memory,1,0.5,False
memory strengthens the,2,AC15,S5,trigrams,memory strengthens,2,,0,,memory,1,0.5,False
argument because it,2,AC15,S5,trigrams,argument because,2,,0,,,0,0.0,False
summaries records with,2,AC15,S5,trigrams,summaries records,2,,0,,summaries,1,0.5,False
one of user,2,AC15,S5,trigrams,one user,2,,0,,,0,0.0,False
label as unconfirmed,2,AC15,S5,trigrams,label unconfirmed,2,,0,,,0,0.0,False
memory is being,2,AC15,S5,trigrams,memory being,2,,0,,memory,1,0.5,False
behaves like an,2,AC15,S5,trigrams,behaves like,2,,0,,,0,0.0,False
what changed since,2,AC15,S5,trigrams,changed since,2,,0,,,0,0.0,False
summaries records as,2,AC15,S5,trigrams,summaries records,2,,0,,summaries,1,0.5,False
or user approval,2,AC15,S5,trigrams,user approval,2,,0,,,0,0.0,False
gated and cited,2,AC15,S5,trigrams,gated cited,2,,0,,,0,0.0,False
diversified top k,2,AC15,S5,trigrams,diversified top k,3,,0,,,0,0.0,False
item challenge item,2,AC15,S5,trigrams,item challenge item,3,,0,,,0,0.0,False
not ship remember,2,AC15,S5,trigrams,ship remember,2,,0,,,0,0.0,False
conflicts with apm,2,AC15,S5,trigrams,conflicts apm,2,,0,,,0,0.0,False
versioned summaries records,2,AC15,S5,trigrams,versioned summaries records,3,,0,,summaries,1,0.3333333333333333,False
fresh eyes escape,2,AC15,S5,trigrams,fresh eyes escape,3,,0,,fresh eyes,1,0.6666666666666666,False
eyes escape hatch,2,AC15,S5,trigrams,eyes escape hatch,3,,0,,,0,0.0,False
g days for,2,AC15,S5,trigrams,g days,2,,0,,,0,0.0,False
days for chats,2,AC15,S5,trigrams,days chats,2,,0,,,0,0.0,False
for long lived,2,AC15,S5,trigrams,long lived,2,,0,,,0,0.0,False
s high detail,2,AC15,S5,trigrams,high detail,2,,0,,,0,0.0,False
t fully trust,2,AC15,S5,trigrams,fully trust,2,,0,,,0,0.0,False
fully trust it,2,AC15,S5,trigrams,fully trust,2,,0,,,0,0.0,False
project memory you,2,AC15,S5,trigrams,project memory,2,,0,,memory|project memory,2,1.0,True
vs infinite memory,2,AC15,S5,trigrams,vs infinite memory,3,,0,,memory|infinite memory,2,0.6666666666666666,False
aware retrieval retention,2,AC15,S5,trigrams,aware retrieval retention,3,,0,,retrieval,1,0.3333333333333333,False
retrieval retention ttl,2,AC15,S5,trigrams,retrieval retention ttl,3,,0,,retrieval,1,0.3333333333333333,False
retention ttl policies,2,AC15,S5,trigrams,retention ttl policies,3,,0,,,0,0.0,False
time scoping and,2,AC15,S5,trigrams,time scoping,2,,0,,,0,0.0,False
governed memory and,2,AC15,S5,trigrams,governed memory,2,,0,,memory,1,0.5,False
project brief active,2,AC15,S5,trigrams,project brief active,3,,0,,,0,0.0,False
the user team,2,AC15,S5,trigrams,user team,2,,0,,,0,0.0,False
per answer memory,2,AC15,S5,trigrams,per answer memory,3,,0,,memory,1,0.3333333333333333,False
answer memory used,2,AC15,S5,trigrams,answer memory used,3,,0,,memory,1,0.3333333333333333,False
scope status active,2,AC15,S5,trigrams,scope status active,3,,0,,,0,0.0,False
pin files folders,2,AC15,S5,trigrams,pin files folders,3,,0,,,0,0.0,False
context pack builder,2,AC15,S5,trigrams,context pack builder,3,,0,,context,1,0.3333333333333333,False
from pr oct,2,AC15,S5,trigrams,pr oct,2,,0,,,0,0.0,False
the mvp goal,2,AC15,S5,trigrams,mvp goal,2,,0,,,0,0.0,False
mvp goal is,2,AC15,S5,trigrams,mvp goal,2,,0,,,0,0.0,False
short ttl vectors,2,AC15,S5,trigrams,short ttl vectors,3,,0,,vector|vectors,2,0.3333333333333333,False
ttl vectors later,2,AC15,S5,trigrams,ttl vectors later,3,,0,,vector|vectors,2,0.3333333333333333,False
manual context pack,2,AC15,S5,trigrams,manual context pack,3,,0,,context,1,0.3333333333333333,False
summaries records later,2,AC15,S5,trigrams,summaries records later,3,,0,,summaries,1,0.3333333333333333,False
inferred evidence_refs pr,2,AC15,S5,trigrams,inferred evidence_refs pr,3,,0,,,0,0.0,False
evidence_refs pr commit,2,AC15,S5,trigrams,evidence_refs pr commit,3,,0,,,0,0.0,False
new session by,2,AC15,S5,trigrams,new session,2,,0,,session,1,0.5,False
a fresh eyes,2,AC15,S5,trigrams,fresh eyes,2,,0,,fresh eyes,1,1.0,True
context pack tools,2,AC15,S5,trigrams,context pack tools,3,,0,,context,1,0.3333333333333333,False
docs save as,2,AC15,S5,trigrams,docs save,2,,0,,,0,0.0,False
adrs prs issues,8,AC15P,S5,trigrams,adrs prs issues,3,,0,,,0,0.0,False
accepted superseded deprecated,6,AC15P,S5,trigrams,accepted superseded deprecated,3,temporal_dynamics,1,deprecat,deprecated,1,0.3333333333333333,False
decisions verified outcomes,6,AC15P,S5,trigrams,decisions verified outcomes,3,truth_and_fact,1,verified,,0,0.0,False
issues runbooks postmortems,6,AC15P,S5,trigrams,issues runbooks postmortems,3,,0,,,0,0.0,False
filters repo branch,6,AC15P,S5,trigrams,filters repo branch,3,,0,,,0,0.0,False
over durable artifacts,6,AC15P,S5,trigrams,over durable artifacts,3,,0,,,0,0.0,False
adr style decisions,5,AC15P,S5,trigrams,adr style decisions,3,,0,,,0,0.0,False
artifacts adrs prs,5,AC15P,S5,trigrams,artifacts adrs prs,3,,0,,,0,0.0,False
branch artifact type,5,AC15P,S5,trigrams,branch artifact type,3,,0,,,0,0.0,False
brief accepted decisions,4,AC15P,S5,trigrams,brief accepted decisions,3,,0,,,0,0.0,False
runbooks postmortems selected,4,AC15P,S5,trigrams,runbooks postmortems selected,3,,0,,,0,0.0,False
postmortems selected logs,4,AC15P,S5,trigrams,postmortems selected logs,3,,0,,,0,0.0,False
durable artifacts adrs,4,AC15P,S5,trigrams,durable artifacts adrs,3,,0,,,0,0.0,False
brief adr style,4,AC15P,S5,trigrams,brief adr style,3,,0,,,0,0.0,False
with hard filters,4,AC15P,S5,trigrams,hard filters,2,,0,,,0,0.0,False
links pr issue,4,AC15P,S5,trigrams,links pr issue,3,,0,,,0,0.0,False
needs review after,4,AC15P,S5,trigrams,needs review after,3,,0,,,0,0.0,False
id type text,4,AC15P,S5,trigrams,id type text,3,,0,,,0,0.0,False
type text status,4,AC15P,S5,trigrams,type text status,3,,0,,,0,0.0,False
draft accepted superseded,4,AC15P,S5,trigrams,draft accepted superseded,3,,0,,,0,0.0,False
pr issue doc,4,AC15P,S5,trigrams,pr issue doc,3,,0,,,0,0.0,False
constraints verified outcomes,3,AC15P,S5,trigrams,constraints verified outcomes,3,truth_and_fact|practicality_and_feasibility,2,verified|constraints,,0,0.0,False
verified outcomes runbook,3,AC15P,S5,trigrams,verified outcomes runbook,3,truth_and_fact,1,verified,,0,0.0,False
superseded deprecated needs,3,AC15P,S5,trigrams,superseded deprecated needs,3,temporal_dynamics,1,deprecat,deprecated,1,0.3333333333333333,False
deprecated needs review,3,AC15P,S5,trigrams,deprecated needs review,3,temporal_dynamics,1,deprecat,deprecated,1,0.3333333333333333,False
style decisions verified,3,AC15P,S5,trigrams,style decisions verified,3,truth_and_fact,1,verified,,0,0.0,False
to durable artifacts,3,AC15P,S5,trigrams,durable artifacts,2,,0,,,0,0.0,False
project brief accepted,3,AC15P,S5,trigrams,project brief accepted,3,,0,,,0,0.0,False
outcomes runbook items,3,AC15P,S5,trigrams,outcomes runbook items,3,,0,,,0,0.0,False
memory loaded brief,3,AC15P,S5,trigrams,memory loaded brief,3,,0,,memory,1,0.3333333333333333,False
memory project brief,3,AC15P,S5,trigrams,memory project brief,3,,0,,memory,1,0.3333333333333333,False
cited and time,3,AC15P,S5,trigrams,cited time,2,,0,,,0,0.0,False
mark needs review,3,AC15P,S5,trigrams,mark needs review,3,,0,,,0,0.0,False
repo validity checks,3,AC15P,S5,trigrams,repo validity checks,3,,0,,,0,0.0,False
makes the assistant,3,AC15P,S5,trigrams,makes assistant,2,,0,,,0,0.0,False
artifact type status,3,AC15P,S5,trigrams,artifact type status,3,,0,,,0,0.0,False
adr pr issue,3,AC15P,S5,trigrams,adr pr issue,3,,0,,,0,0.0,False
prs issues docs,3,AC15P,S5,trigrams,prs issues docs,3,,0,,,0,0.0,False
require user confirmation,3,AC15P,S5,trigrams,require user confirmation,3,,0,,,0,0.0,False
repo branch time,3,AC15P,S5,trigrams,repo branch time,3,,0,,,0,0.0,False
durable artifacts with,3,AC15P,S5,trigrams,durable artifacts,2,,0,,,0,0.0,False
artifacts with citations,3,AC15P,S5,trigrams,artifacts citations,2,,0,,,0,0.0,False
status draft accepted,3,AC15P,S5,trigrams,status draft accepted,3,,0,,,0,0.0,False
created_at last_validated_at repo,3,AC15P,S5,trigrams,created_at last_validated_at repo,3,,0,,,0,0.0,False
last_validated_at repo branch,3,AC15P,S5,trigrams,last_validated_at repo branch,3,,0,,,0,0.0,False
docs not raw,3,AC15P,S5,trigrams,docs raw,2,,0,,,0,0.0,False
trusted project memory,3,AC15P,S5,trigrams,trusted project memory,3,,0,,memory|project memory,2,0.6666666666666666,False
after n days,3,AC15P,S5,trigrams,after n days,3,,0,,,0,0.0,False
n days sprints,3,AC15P,S5,trigrams,n days sprints,3,,0,,,0,0.0,False
repo branch links,3,AC15P,S5,trigrams,repo branch links,3,,0,,,0,0.0,False
long term bias,2,AC15P,S5,trigrams,long term bias,3,truth_and_fact|temporal_dynamics,2,bias|long term,,0,0.0,False
decisions constraints verified,2,AC15P,S5,trigrams,decisions constraints verified,3,truth_and_fact|practicality_and_feasibility,2,verified|constraints,,0,0.0,False
bias the model,2,AC15P,S5,trigrams,bias model,2,truth_and_fact,1,bias,,0,0.0,False
makes continuity mostly,2,AC15P,S5,trigrams,makes continuity mostly,3,temporal_dynamics,1,continuity,continuity,1,0.3333333333333333,False
continuity mostly about,2,AC15P,S5,trigrams,continuity mostly about,3,temporal_dynamics,1,continuity,continuity,1,0.3333333333333333,False
to de risk,2,AC15P,S5,trigrams,de risk,2,practicality_and_feasibility,1,risk,,0,0.0,False
staleness risk is,2,AC15P,S5,trigrams,staleness risk,2,practicality_and_feasibility,1,risk,staleness,1,0.5,False
constraint that steers,2,AC15P,S5,trigrams,constraint steers,2,practicality_and_feasibility,1,constraint,,0,0.0,False
t ship provenance,2,AC15P,S5,trigrams,ship provenance,2,truth_and_fact,1,provenance,,0,0.0,False
memory as claims,2,AC15P,S5,trigrams,memory claims,2,truth_and_fact,1,claims,memory,1,0.5,False
window branch artifact,2,AC15P,S5,trigrams,window branch artifact,3,temporal_dynamics,1,window,,0,0.0,False
a temporal failure,2,AC15P,S5,trigrams,temporal failure,2,temporal_dynamics,1,temporal,,0,0.0,False
evidence lookup with,2,AC15P,S5,trigrams,evidence lookup,2,truth_and_fact,1,evidence,,0,0.0,False
least misleading why,2,AC15P,S5,trigrams,least misleading,2,truth_and_fact,1,misleading,,0,0.0,False
superseding deprecating items,2,AC15P,S5,trigrams,superseding deprecating items,3,temporal_dynamics,1,deprecat,,0,0.0,False
checks when possible,2,AC15P,S5,trigrams,checks possible,2,imagination_and_possibility,1,possible,,0,0.0,False
possible paths symbols,2,AC15P,S5,trigrams,possible paths symbols,3,imagination_and_possibility,1,possible,,0,0.0,False
type time window,2,AC15P,S5,trigrams,type time window,3,temporal_dynamics,1,window,,0,0.0,False
time window status,2,AC15P,S5,trigrams,time window status,3,temporal_dynamics,1,window,,0,0.0,False
cited evidence lookup,2,AC15P,S5,trigrams,cited evidence lookup,3,truth_and_fact,1,evidence,,0,0.0,False
scoped to evidence,2,AC15P,S5,trigrams,scoped evidence,2,truth_and_fact,1,evidence,,0,0.0,False
evidence lookup selective,2,AC15P,S5,trigrams,evidence lookup selective,3,truth_and_fact,1,evidence,,0,0.0,False
should we depends,2,AC15P,S5,trigrams,should depends,2,,0,,,0,0.0,False
memory is raw,2,AC15P,S5,trigrams,memory raw,2,,0,,memory,1,0.5,False
the model toward,2,AC15P,S5,trigrams,model toward,2,,0,,,0,0.0,False
model toward prior,2,AC15P,S5,trigrams,model toward prior,3,,0,,,0,0.0,False
toward prior framings,2,AC15P,S5,trigrams,toward prior framings,3,,0,,,0,0.0,False
architecture and product,2,AC15P,S5,trigrams,architecture product,2,,0,,,0,0.0,False
the codebase changed,2,AC15P,S5,trigrams,codebase changed,2,,0,,codebase,1,0.5,False
the real axis,2,AC15P,S5,trigrams,real axis,2,,0,,,0,0.0,False
pointers to durable,2,AC15P,S5,trigrams,pointers durable,2,,0,,,0,0.0,False
become needs review,2,AC15P,S5,trigrams,become needs review,3,,0,,,0,0.0,False
still valid after,2,AC15P,S5,trigrams,still valid after,3,,0,,,0,0.0,False
valid after the,2,AC15P,S5,trigrams,valid after,2,,0,,,0,0.0,False
project opt in,2,AC15P,S5,trigrams,project opt,2,,0,,,0,0.0,False
store as structured,2,AC15P,S5,trigrams,store structured,2,,0,,,0,0.0,False
approved artifact types,2,AC15P,S5,trigrams,approved artifact types,3,,0,,,0,0.0,False
metadata filters repo,2,AC15P,S5,trigrams,metadata filters repo,3,,0,,,0,0.0,False
see what influenced,2,AC15P,S5,trigrams,see influenced,2,,0,,,0,0.0,False
a no memory,2,AC15P,S5,trigrams,no memory,2,,0,,memory,1,0.5,False
root cause repro,2,AC15P,S5,trigrams,root cause repro,3,,0,,,0,0.0,False
search yesterday s,2,AC15P,S5,trigrams,search yesterday,2,,0,,,0,0.0,False
eliminate re briefing,2,AC15P,S5,trigrams,eliminate briefing,2,,0,,re briefing,1,0.5,False
yesterday s noise,2,AC15P,S5,trigrams,yesterday noise,2,,0,,,0,0.0,False
propose the exact,2,AC15P,S5,trigrams,propose exact,2,,0,,,0,0.0,False
canonize a wrong,2,AC15P,S5,trigrams,canonize wrong,2,,0,,,0,0.0,False
when persistent memory,2,AC15P,S5,trigrams,persistent memory,2,,0,,memory,1,0.5,False
persistent memory is,2,AC15P,S5,trigrams,persistent memory,2,,0,,memory,1,0.5,False
statused accepted superseded,2,AC15P,S5,trigrams,statused accepted superseded,3,,0,,,0,0.0,False
replaying messy attempts,2,AC15P,S5,trigrams,replaying messy attempts,3,,0,,,0,0.0,False
runbooks postmortems rather,2,AC15P,S5,trigrams,runbooks postmortems rather,3,,0,,,0,0.0,False
postmortems rather than,2,AC15P,S5,trigrams,postmortems rather than,3,,0,,,0,0.0,False
file path commit,2,AC15P,S5,trigrams,file path commit,3,,0,,,0,0.0,False
path commit hash,2,AC15P,S5,trigrams,path commit hash,3,,0,,,0,0.0,False
adr accepted may,2,AC15P,S5,trigrams,adr accepted may,3,,0,,,0,0.0,False
tend to make,2,AC15P,S5,trigrams,tend make,2,,0,,,0,0.0,False
staleness and governance,2,AC15P,S5,trigrams,staleness governance,2,,0,,staleness,1,0.5,False
brief adr like,2,AC15P,S5,trigrams,brief adr like,3,,0,,,0,0.0,False
retention access control,2,AC15P,S5,trigrams,retention access control,3,,0,,,0,0.0,False
project brief short,2,AC15P,S5,trigrams,project brief short,3,,0,,,0,0.0,False
vector lexical search,2,AC15P,S5,trigrams,vector lexical search,3,,0,,vector,1,0.3333333333333333,False
lexical search over,2,AC15P,S5,trigrams,lexical search over,3,,0,,,0,0.0,False
fresh eyes suppress,2,AC15P,S5,trigrams,fresh eyes suppress,3,,0,,fresh eyes,1,0.6666666666666666,False
decisions brief only,2,AC15P,S5,trigrams,decisions brief,2,,0,,,0,0.0,False
re briefing time,2,AC15P,S5,trigrams,briefing time,2,,0,,re briefing,1,0.5,False
