scenario,scenario_label,level,system,ngram,count,token_len,rank_within_system,system_sum_count,count_share_in_system,owner_count,owner_systems,global_ngram_count,content_token_count,content_token_ratio,scaffold_prefix,has_scaffold_prefix,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,matched_expression_groups,expression_group_count,matched_expression_terms,matched_expression_layers,constraint_aligned_group_count,cross_cutting_group_count,matched_expression_subgroups,expression_subgroup_count,expression_group,expression_group_layer,expression_subgroup
S7,Scenario 7 - Trigrams,trigrams,AC15P,insurance if feasible,2,3,504,16662,0.00012,1,AC15P,2,2,0.6667,,False,practicality_and_feasibility,1,feasible,,0,0.0,False,practical_considerations_and_execution,1,feasible,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S7,Scenario 7 - Trigrams,trigrams,AC15P,keep a realistic,2,3,524,16662,0.00012,1,AC15P,2,2,0.6667,,False,practicality_and_feasibility,1,realistic,,0,0.0,False,practical_considerations_and_execution,1,realistic,constraint_aligned,1,0,practical_considerations_and_execution:constraints_and_tradeoffs,1,practical_considerations_and_execution,constraint_aligned,constraints_and_tradeoffs
S7,Scenario 7 - Trigrams,trigrams,AC15P,long term money,2,3,551,16662,0.00012,1,AC15P,2,3,1.0,,False,temporal_dynamics,1,long term,,0,0.0,False,temporal_projection,1,long term,constraint_aligned,1,0,temporal_projection:time_horizons,1,temporal_projection,constraint_aligned,time_horizons
S7,Scenario 7 - Trigrams,trigrams,AC15P,relationship definition timeline,2,3,689,16662,0.00012,1,AC15P,2,3,1.0,,False,practicality_and_feasibility;temporal_dynamics,1,timeline,relationship,1,0.333333,False,practical_considerations_and_execution,1,timeline,constraint_aligned,1,0,practical_considerations_and_execution:resources_timing_conditions,1,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions
S7,Scenario 7 - Trigrams,trigrams,AC15P,shift to dual,2,3,713,16662,0.00012,1,AC15P,2,2,0.6667,,False,temporal_dynamics,1,shift,,0,0.0,False,temporal_projection,1,shift,constraint_aligned,1,0,temporal_projection:change_and_rate,1,temporal_projection,constraint_aligned,change_and_rate
S7,Scenario 7 - Trigrams,trigrams,AC15P,the honest move,2,3,766,16662,0.00012,1,AC15P,2,2,0.6667,,False,truth_and_fact,1,honest,,0,0.0,False,truth,1,honest,constraint_aligned,1,0,truth:plain_statement,1,truth,constraint_aligned,plain_statement
S7,Scenario 7 - Trigrams,trigrams,AC15P,trial shift to,2,3,827,16662,0.00012,1,AC15P,2,2,0.6667,,False,temporal_dynamics,1,shift,,0,0.0,False,temporal_projection,1,shift,constraint_aligned,1,0,temporal_projection:change_and_rate,1,temporal_projection,constraint_aligned,change_and_rate
S7,Scenario 7 - Trigrams,trigrams,AC15P,you long term,2,3,925,16662,0.00012,1,AC15P,2,2,0.6667,,False,temporal_dynamics,1,long term,,0,0.0,False,temporal_projection,1,long term,constraint_aligned,1,0,temporal_projection:time_horizons,1,temporal_projection,constraint_aligned,time_horizons
S7,Scenario 7 - Trigrams,trigrams,AC15P,your mind honest,2,3,952,16662,0.00012,1,AC15P,2,2,0.6667,,False,truth_and_fact,1,honest,,0,0.0,False,truth,1,honest,constraint_aligned,1,0,truth:plain_statement,1,truth,constraint_aligned,plain_statement
S7,Scenario 7 - Trigrams,trigrams,AC15P,buy property early,2,3,348,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,temporal_projection,1,early,constraint_aligned,1,0,temporal_projection:time_horizons,1,temporal_projection,constraint_aligned,time_horizons
S7,Scenario 7 - Trigrams,trigrams,AC15P,country eventually aging,2,3,373,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,aging,1,0.333333,False,temporal_projection,1,aging,constraint_aligned,1,0,temporal_projection:decay_and_currency,1,temporal_projection,constraint_aligned,decay_and_currency
S7,Scenario 7 - Trigrams,trigrams,AC15P,crisis liquidity buffer,2,3,376,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,,0,0.0,False,practical_considerations_and_execution,1,buffer,constraint_aligned,1,0,practical_considerations_and_execution:resources_timing_conditions,1,practical_considerations_and_execution,constraint_aligned,resources_timing_conditions
S7,Scenario 7 - Trigrams,trigrams,AC15P,either of those,2,3,398,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,imagination_and_possibility,1,either,constraint_aligned,1,0,imagination_and_possibility:tension_as_fuel,1,imagination_and_possibility,constraint_aligned,tension_as_fuel
S7,Scenario 7 - Trigrams,trigrams,AC15P,exit plan and,2,3,404,16662,0.00012,1,AC15P,2,2,0.6667,,False,,0,,,0,0.0,False,practical_considerations_and_execution,1,plan,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1,practical_considerations_and_execution,constraint_aligned,action_and_execution
S7,Scenario 7 - Trigrams,trigrams,AC15P,friends healthcare plan,2,3,423,16662,0.00012,1,AC15P,2,3,1.0,,False,,0,,healthcare,1,0.333333,False,practical_considerations_and_execution,1,plan,constraint_aligned,1,0,practical_considerations_and_execution:action_and_execution,1,practical_considerations_and_execution,constraint_aligned,action_and_execution
