ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy
default control risk,2,HYBRID_3_5,S3,trigrams,default control risk,3,practicality_and_feasibility,1,risk,,0,0.0,False
a pilot acceptance,5,HYBRID_SEMANTIC,S3,trigrams,pilot acceptance,2,imagination_and_possibility,1,pilot,,0,0.0,False
pilot acceptance phase,4,HYBRID_SEMANTIC,S3,trigrams,pilot acceptance phase,3,temporal_dynamics|imagination_and_possibility,2,phase|pilot,,0,0.0,False
pilot terms caps,4,HYBRID_SEMANTIC,S3,trigrams,pilot terms caps,3,imagination_and_possibility,1,pilot,,0,0.0,False
the interference risk,3,HYBRID_SEMANTIC,S3,trigrams,interference risk,2,practicality_and_feasibility,1,risk,interference,1,0.5,False
a structured pilot,3,HYBRID_SEMANTIC,S3,trigrams,structured pilot,2,imagination_and_possibility,1,pilot,,0,0.0,False
paid production pilot,3,HYBRID_SEMANTIC,S3,trigrams,paid production pilot,3,imagination_and_possibility,1,pilot,,0,0.0,False
production pilot with,3,HYBRID_SEMANTIC,S3,trigrams,production pilot,2,imagination_and_possibility,1,pilot,,0,0.0,False
access production pilot,3,HYBRID_SEMANTIC,S3,trigrams,access production pilot,3,imagination_and_possibility,1,pilot,,0,0.0,False
acceptance pilot phase,2,HYBRID_SEMANTIC,S3,trigrams,acceptance pilot phase,3,temporal_dynamics|imagination_and_possibility,2,phase|pilot,,0,0.0,False
safety relevant risk,2,HYBRID_SEMANTIC,S3,trigrams,safety relevant risk,3,practicality_and_feasibility,1,risk,,0,0.0,False
hardware fix schedule,2,HYBRID_SEMANTIC,S3,trigrams,hardware fix schedule,3,practicality_and_feasibility,1,schedule,,0,0.0,False
fix schedule is,2,HYBRID_SEMANTIC,S3,trigrams,fix schedule,2,practicality_and_feasibility,1,schedule,,0,0.0,False
option c controlled,2,HYBRID_SEMANTIC,S3,trigrams,option c controlled,3,imagination_and_possibility,1,option,,0,0.0,False
the very execution,2,HYBRID_SEMANTIC,S3,trigrams,very execution,2,practicality_and_feasibility,1,execution,,0,0.0,False
cost actions to,2,HYBRID_SEMANTIC,S3,trigrams,cost actions,2,practicality_and_feasibility,1,cost,,0,0.0,False
risk p text,2,HYBRID_SEMANTIC,S3,trigrams,risk p text,3,practicality_and_feasibility,1,risk,,0,0.0,False
a production pilot,2,HYBRID_SEMANTIC,S3,trigrams,production pilot,2,imagination_and_possibility,1,pilot,,0,0.0,False
phase with defined,2,HYBRID_SEMANTIC,S3,trigrams,phase defined,2,temporal_dynamics,1,phase,,0,0.0,False
interference risk at,2,HYBRID_SEMANTIC,S3,trigrams,interference risk,2,practicality_and_feasibility,1,risk,interference,1,0.5,False
pilot structure and,2,HYBRID_SEMANTIC,S3,trigrams,pilot structure,2,imagination_and_possibility,1,pilot,,0,0.0,False
pilot acceptance period,2,HYBRID_SEMANTIC,S3,trigrams,pilot acceptance period,3,imagination_and_possibility,1,pilot,,0,0.0,False
zones might shift,2,HYBRID_SEMANTIC,S3,trigrams,zones might shift,3,temporal_dynamics,1,shift,,0,0.0,False
constrained launch disqualified,2,HYBRID_SEMANTIC,S3,trigrams,constrained launch disqualified,3,practicality_and_feasibility,1,constrained,launch,1,0.3333333333333333,False
production pilot in,2,HYBRID_SEMANTIC,S3,trigrams,production pilot,2,imagination_and_possibility,1,pilot,,0,0.0,False
pilot in qualified,2,HYBRID_SEMANTIC,S3,trigrams,pilot qualified,2,imagination_and_possibility,1,pilot,,0,0.0,False
monitoring if feasible,2,HYBRID_SEMANTIC,S3,trigrams,monitoring feasible,2,practicality_and_feasibility,1,feasible,,0,0.0,False
future win rate,2,HYBRID_SEMANTIC,S3,trigrams,future win rate,3,temporal_dynamics,1,future,,0,0.0,False
at any cost,2,HYBRID_SEMANTIC,S3,trigrams,any cost,2,practicality_and_feasibility,1,cost,,0,0.0,False
acceptance phase with,2,HYBRID_SEMANTIC,S3,trigrams,acceptance phase,2,temporal_dynamics,1,phase,,0,0.0,False
phase with reduced,2,HYBRID_SEMANTIC,S3,trigrams,phase reduced,2,temporal_dynamics,1,phase,,0,0.0,False
timeline retrofit policy,2,HYBRID_SEMANTIC,S3,trigrams,timeline retrofit policy,3,practicality_and_feasibility,1,timeline,,0,0.0,False
pilot acceptance framework,2,HYBRID_SEMANTIC,S3,trigrams,pilot acceptance framework,3,imagination_and_possibility,1,pilot,,0,0.0,False
a pilot becomes,2,HYBRID_SEMANTIC,S3,trigrams,pilot becomes,2,imagination_and_possibility,1,pilot,,0,0.0,False
