ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy
fees transition assistance,2,AC15P,S1,trigrams,fees transition assistance,3,temporal_dynamics,1,transition,,0,0.0,False
operating cost controls,2,AC15P,S1,trigrams,operating cost controls,3,practicality_and_feasibility,1,cost,,0,0.0,False
governance and schedule,2,AC15P,S1,trigrams,governance schedule,2,practicality_and_feasibility,1,schedule,,0,0.0,False
risk vendor responsiveness,2,AC15P,S1,trigrams,risk vendor responsiveness,3,practicality_and_feasibility,1,risk,vendor,1,0.3333333333333333,False
the leading option,2,AC15P,S1,trigrams,leading option,2,imagination_and_possibility,1,option,,0,0.0,False
a risk managed,2,AC15P,S1,trigrams,risk managed,2,practicality_and_feasibility,1,risk,,0,0.0,False
their early data,2,AC15P,S1,trigrams,early data,2,truth_and_fact,1,data,,0,0.0,False
and operating cost,2,AC15P,S1,trigrams,operating cost,2,practicality_and_feasibility,1,cost,,0,0.0,False
operating cost and,2,AC15P,S1,trigrams,operating cost,2,practicality_and_feasibility,1,cost,,0,0.0,False
novagrid gating uncertainty,2,AC15P,S1,trigrams,novagrid gating uncertainty,3,truth_and_fact,1,uncertainty,novagrid,1,0.3333333333333333,False
week award constraint,2,AC15P,S1,trigrams,week award constraint,3,practicality_and_feasibility,1,constraint,,0,0.0,False
chose the option,2,AC15P,S1,trigrams,chose option,2,imagination_and_possibility,1,option,,0,0.0,False
dot waiver dependency,2,AC15P,S1,trigrams,dot waiver dependency,3,practicality_and_feasibility,1,dependency,dot|waiver,2,0.6666666666666666,False
reduce schedule certainty,2,AC15P,S1,trigrams,reduce schedule certainty,3,practicality_and_feasibility,1,schedule,,0,0.0,False
and increase lifecycle,2,AC15P,S1,trigrams,increase lifecycle,2,temporal_dynamics,1,lifecycle,,0,0.0,False
procurement legal confirm,2,AC15P,S1,trigrams,procurement legal confirm,3,truth_and_fact,1,confirm,procurement,1,0.3333333333333333,False
possible iteration it,2,AC15P,S1,trigrams,possible iteration,2,imagination_and_possibility,1,possible,,0,0.0,False
adjustment budget volatility,2,AC15P,S1,trigrams,adjustment budget volatility,3,practicality_and_feasibility,1,budget,,0,0.0,False
probability of schedule,2,AC15P,S1,trigrams,probability schedule,2,practicality_and_feasibility,1,schedule,,0,0.0,False
of schedule slip,2,AC15P,S1,trigrams,schedule slip,2,practicality_and_feasibility,1,schedule,,0,0.0,False
the overall risk,2,AC15P,S1,trigrams,overall risk,2,practicality_and_feasibility,1,risk,,0,0.0,False
dependency inside a,2,AC15P,S1,trigrams,dependency inside,2,practicality_and_feasibility,1,dependency,,0,0.0,False
window novagrid also,2,AC15P,S1,trigrams,window novagrid also,3,temporal_dynamics,1,window,novagrid,1,0.3333333333333333,False
risk stack for,2,AC15P,S1,trigrams,risk stack,2,practicality_and_feasibility,1,risk,,0,0.0,False
resilience acceptance tests,2,AC15P,S1,trigrams,resilience acceptance tests,3,temporal_dynamics,1,resilience,,0,0.0,False
approved substitutes data,2,AC15P,S1,trigrams,approved substitutes data,3,truth_and_fact,1,data,,0,0.0,False
substitutes data ownership,2,AC15P,S1,trigrams,substitutes data ownership,3,truth_and_fact,1,data,,0,0.0,False
underestimated assumption that,6,CONTROL,S1,trigrams,underestimated assumption,2,truth_and_fact,1,assumption,,0,0.0,False
long term o,4,CONTROL,S1,trigrams,long term o,3,temporal_dynamics,1,long term,,0,0.0,False
o m cost,4,CONTROL,S1,trigrams,o m cost,3,practicality_and_feasibility,1,cost,,0,0.0,False
m cost predictability,4,CONTROL,S1,trigrams,m cost predictability,3,practicality_and_feasibility,1,cost,,0,0.0,False
to compete future,3,CONTROL,S1,trigrams,compete future,2,temporal_dynamics,1,future,,0,0.0,False
compete future components,3,CONTROL,S1,trigrams,compete future components,3,temporal_dynamics,1,future,,0,0.0,False
long term risk,2,CONTROL,S1,trigrams,long term risk,3,practicality_and_feasibility|temporal_dynamics,2,risk|long term,,0,0.0,False
for years operational,2,CONTROL,S1,trigrams,years operational,2,practicality_and_feasibility,1,operational,,0,0.0,False
modular option avoid,2,CONTROL,S1,trigrams,modular option avoid,3,imagination_and_possibility,1,option,modular,1,0.3333333333333333,False
data during major,2,CONTROL,S1,trigrams,data during major,3,truth_and_fact,1,data,,0,0.0,False
risk while meeting,2,CONTROL,S1,trigrams,risk while meeting,3,practicality_and_feasibility,1,risk,,0,0.0,False
long term leverage,2,CONTROL,S1,trigrams,long term leverage,3,temporal_dynamics,1,long term,,0,0.0,False
reliability safety resilience,2,CONTROL,S1,trigrams,reliability safety resilience,3,temporal_dynamics,1,resilience,,0,0.0,False
interoperability exit options,2,CONTROL,S1,trigrams,interoperability exit options,3,imagination_and_possibility,1,options,,0,0.0,False
approval risk that,2,CONTROL,S1,trigrams,approval risk,2,practicality_and_feasibility,1,risk,,0,0.0,False
and escalation risk,2,CONTROL,S1,trigrams,escalation risk,2,practicality_and_feasibility,1,risk,,0,0.0,False
essential infrastructure risk,2,CONTROL,S1,trigrams,essential infrastructure risk,3,practicality_and_feasibility,1,risk,infrastructure|essential infrastructure,2,0.6666666666666666,False
services incident adaptive,2,CONTROL,S1,trigrams,services incident adaptive,3,temporal_dynamics,1,adaptive,adaptive,1,0.3333333333333333,False
governance risk architecture,2,CONTROL,S1,trigrams,governance risk architecture,3,practicality_and_feasibility,1,risk,architecture,1,0.3333333333333333,False
caps option years,2,CONTROL,S1,trigrams,caps option years,3,imagination_and_possibility,1,option,,0,0.0,False
exception path practical,2,CONTROL,S1,trigrams,exception path practical,3,practicality_and_feasibility,1,practical,,0,0.0,False
revised schedule that,2,CONTROL,S1,trigrams,revised schedule,2,practicality_and_feasibility,1,schedule,,0,0.0,False
schedule that still,2,CONTROL,S1,trigrams,schedule still,2,practicality_and_feasibility,1,schedule,,0,0.0,False
constraints dot it,2,CONTROL,S1,trigrams,constraints dot,2,practicality_and_feasibility,1,constraints,dot,1,0.5,False
a scenario demo,2,CONTROL,S1,trigrams,scenario demo,2,temporal_dynamics|imagination_and_possibility,1,scenario,,0,0.0,False
spares independently data,2,CONTROL,S1,trigrams,spares independently data,3,truth_and_fact,1,data,,0,0.0,False
independently data ownership,2,CONTROL,S1,trigrams,independently data ownership,3,truth_and_fact,1,data,,0,0.0,False
exit data rights,2,CONTROL,S1,trigrams,exit data rights,3,truth_and_fact,1,data,,0,0.0,False
delay start assumption,2,CONTROL,S1,trigrams,delay start assumption,3,truth_and_fact,1,assumption,,0,0.0,False
modular option avoids,2,CONTROL,S1,trigrams,modular option avoids,3,imagination_and_possibility,1,option,modular,1,0.3333333333333333,False
option avoids the,2,CONTROL,S1,trigrams,option avoids,2,imagination_and_possibility,1,option,,0,0.0,False
config performance data,2,CONTROL,S1,trigrams,config performance data,3,truth_and_fact,1,data,,0,0.0,False
week review uncertain,2,CONTROL,S1,trigrams,week review uncertain,3,truth_and_fact,1,uncertain,,0,0.0,False
review uncertain outcome,2,CONTROL,S1,trigrams,review uncertain outcome,3,truth_and_fact,1,uncertain,,0,0.0,False
scenario demo incident,2,CONTROL,S1,trigrams,scenario demo incident,3,temporal_dynamics|imagination_and_possibility,1,scenario,,0,0.0,False
transition assistance rates,5,HYBRID_3_5,S1,trigrams,transition assistance rates,3,temporal_dynamics,1,transition,,0,0.0,False
operating cost stability,4,HYBRID_3_5,S1,trigrams,operating cost stability,3,practicality_and_feasibility,1,cost,,0,0.0,False
open controller option,4,HYBRID_3_5,S1,trigrams,open controller option,3,imagination_and_possibility,1,option,controller,1,0.3333333333333333,False
data export transition,3,HYBRID_3_5,S1,trigrams,data export transition,3,truth_and_fact|temporal_dynamics,2,transition|data,,0,0.0,False
and narrative risk,3,HYBRID_3_5,S1,trigrams,narrative risk,2,practicality_and_feasibility,1,risk,,0,0.0,False
pre priced transition,3,HYBRID_3_5,S1,trigrams,pre priced transition,3,temporal_dynamics,1,transition,,0,0.0,False
package evp priority,3,HYBRID_3_5,S1,trigrams,package evp priority,3,practicality_and_feasibility,1,priority,,0,0.0,False
lifecycle cost stability,2,HYBRID_3_5,S1,trigrams,lifecycle cost stability,3,practicality_and_feasibility|temporal_dynamics,2,cost|lifecycle,,0,0.0,False
approval friction and,2,HYBRID_3_5,S1,trigrams,approval friction,2,practicality_and_feasibility,1,friction,,0,0.0,False
waivers are possible,2,HYBRID_3_5,S1,trigrams,waivers possible,2,imagination_and_possibility,1,possible,waiver,1,0.0,False
local fallback modes,2,HYBRID_3_5,S1,trigrams,local fallback modes,3,practicality_and_feasibility,1,fallback,,0,0.0,False
the most uncertain,2,HYBRID_3_5,S1,trigrams,most uncertain,2,truth_and_fact,1,uncertain,,0,0.0,False
models multi source,2,HYBRID_3_5,S1,trigrams,models multi source,3,truth_and_fact,1,source,,0,0.0,False
multi source availability,2,HYBRID_3_5,S1,trigrams,multi source availability,3,truth_and_fact,1,source,,0,0.0,False
the two risks,2,HYBRID_3_5,S1,trigrams,two risks,2,practicality_and_feasibility,1,risks,,0,0.0,False
long horizon evidence,2,HYBRID_3_5,S1,trigrams,long horizon evidence,3,truth_and_fact,1,evidence,,0,0.0,False
risk dot preference,2,HYBRID_3_5,S1,trigrams,risk dot preference,3,practicality_and_feasibility,1,risk,dot,1,0.3333333333333333,False
risk and narrative,2,HYBRID_3_5,S1,trigrams,risk narrative,2,practicality_and_feasibility,1,risk,,0,0.0,False
narrative risk even,2,HYBRID_3_5,S1,trigrams,narrative risk even,3,practicality_and_feasibility,1,risk,,0,0.0,False
data portability this,2,HYBRID_3_5,S1,trigrams,data portability,2,truth_and_fact,1,data,,0,0.0,False
controls timeline fee,2,HYBRID_3_5,S1,trigrams,controls timeline fee,3,practicality_and_feasibility,1,timeline,,0,0.0,False
annual cloud cost,2,HYBRID_3_5,S1,trigrams,annual cloud cost,3,practicality_and_feasibility,1,cost,cloud,1,0.3333333333333333,False
export transition assistance,2,HYBRID_3_5,S1,trigrams,export transition assistance,3,temporal_dynamics,1,transition,,0,0.0,False
lock in resilience,2,HYBRID_3_5,S1,trigrams,lock resilience,2,temporal_dynamics,1,resilience,lock in,1,0.5,False
and budget stability,2,HYBRID_3_5,S1,trigrams,budget stability,2,practicality_and_feasibility,1,budget,,0,0.0,False
required controls timeline,2,HYBRID_3_5,S1,trigrams,required controls timeline,3,practicality_and_feasibility,1,timeline,,0,0.0,False
single source pricing,2,HYBRID_3_5,S1,trigrams,single source pricing,3,truth_and_fact,1,source,,0,0.0,False
the main constraint,2,HYBRID_3_5,S1,trigrams,main constraint,2,practicality_and_feasibility,1,constraint,,0,0.0,False
s tighter budget,2,HYBRID_3_5,S1,trigrams,tighter budget,2,practicality_and_feasibility,1,budget,,0,0.0,False
cost stability and,2,HYBRID_3_5,S1,trigrams,cost stability,2,practicality_and_feasibility,1,cost,,0,0.0,False
s modular option,2,HYBRID_3_5,S1,trigrams,modular option,2,imagination_and_possibility,1,option,modular,1,0.5,False
less proven cities,2,HYBRID_3_5,S1,trigrams,less proven cities,3,truth_and_fact,1,proven,,0,0.0,False
proven cities years,2,HYBRID_3_5,S1,trigrams,proven cities years,3,truth_and_fact,1,proven,,0,0.0,False
modular option even,2,HYBRID_3_5,S1,trigrams,modular option even,3,imagination_and_possibility,1,option,modular,1,0.3333333333333333,False
real schedule critical,2,HYBRID_3_5,S1,trigrams,real schedule critical,3,practicality_and_feasibility,1,schedule,,0,0.0,False
schedule critical path,2,HYBRID_3_5,S1,trigrams,schedule critical path,3,practicality_and_feasibility,1,schedule,,0,0.0,False
open controllers data,2,HYBRID_3_5,S1,trigrams,open controllers data,3,truth_and_fact,1,data,controller|controllers,2,0.3333333333333333,False
controller option plus,2,HYBRID_3_5,S1,trigrams,controller option plus,3,imagination_and_possibility,1,option,controller,1,0.3333333333333333,False
source procurement city,2,HYBRID_3_5,S1,trigrams,source procurement city,3,truth_and_fact,1,source,procurement,1,0.3333333333333333,False
cost stability civitas,2,HYBRID_3_5,S1,trigrams,cost stability civitas,3,practicality_and_feasibility,1,cost,civitas,1,0.3333333333333333,False
if technically feasible,2,HYBRID_3_5,S1,trigrams,technically feasible,2,practicality_and_feasibility,1,feasible,,0,0.0,False
at risk due,2,HYBRID_3_5,S1,trigrams,risk due,2,practicality_and_feasibility,1,risk,,0,0.0,False
evp priority incident,2,HYBRID_3_5,S1,trigrams,evp priority incident,3,practicality_and_feasibility,1,priority,,0,0.0,False
priority incident corridor,2,HYBRID_3_5,S1,trigrams,priority incident corridor,3,practicality_and_feasibility,1,priority,,0,0.0,False
to ask verify,9,HYBRID_SEMANTIC,S1,trigrams,ask verify,2,truth_and_fact,1,verify,,0,0.0,False
overrides priority workflows,5,HYBRID_SEMANTIC,S1,trigrams,overrides priority workflows,3,practicality_and_feasibility,1,priority,,0,0.0,False
future lock in,3,HYBRID_SEMANTIC,S1,trigrams,future lock,2,temporal_dynamics,1,future,lock in,1,0.5,False
than their legacy,3,HYBRID_SEMANTIC,S1,trigrams,than legacy,2,temporal_dynamics,1,legacy,,0,0.0,False
exit and transition,3,HYBRID_SEMANTIC,S1,trigrams,exit transition,2,temporal_dynamics,1,transition,,0,0.0,False
year cost exposure,3,HYBRID_SEMANTIC,S1,trigrams,year cost exposure,3,practicality_and_feasibility,1,cost,,0,0.0,False
the incident scenarios,3,HYBRID_SEMANTIC,S1,trigrams,incident scenarios,2,temporal_dynamics,1,scenarios,,0,0.0,False
incident scenarios and,3,HYBRID_SEMANTIC,S1,trigrams,incident scenarios,2,temporal_dynamics,1,scenarios,,0,0.0,False
implement detours overrides,3,HYBRID_SEMANTIC,S1,trigrams,implement detours overrides,3,practicality_and_feasibility,1,implement,,0,0.0,False
detours overrides priority,3,HYBRID_SEMANTIC,S1,trigrams,detours overrides priority,3,practicality_and_feasibility,1,priority,,0,0.0,False
including incident scenarios,3,HYBRID_SEMANTIC,S1,trigrams,including incident scenarios,3,temporal_dynamics,1,scenarios,,0,0.0,False
emergency services scenarios,3,HYBRID_SEMANTIC,S1,trigrams,emergency services scenarios,3,temporal_dynamics,1,scenarios,,0,0.0,False
a phased rollout,3,HYBRID_SEMANTIC,S1,trigrams,phased rollout,2,temporal_dynamics,1,phased,rollout,1,0.5,False
cost exposure operational,2,HYBRID_SEMANTIC,S1,trigrams,cost exposure operational,3,practicality_and_feasibility,2,cost|operational,,0,0.0,False
exposure operational maturity,2,HYBRID_SEMANTIC,S1,trigrams,exposure operational maturity,3,practicality_and_feasibility|temporal_dynamics,2,operational|maturity,,0,0.0,False
and continuity risks,2,HYBRID_SEMANTIC,S1,trigrams,continuity risks,2,practicality_and_feasibility|temporal_dynamics,2,risks|continuity,,0,0.0,False
continuity risks and,2,HYBRID_SEMANTIC,S1,trigrams,continuity risks,2,practicality_and_feasibility|temporal_dynamics,2,risks|continuity,,0,0.0,False
pilot phased rollout,2,HYBRID_SEMANTIC,S1,trigrams,pilot phased rollout,3,temporal_dynamics|imagination_and_possibility,2,pilot|phased,rollout,1,0.3333333333333333,False
phased rollout pilot,2,HYBRID_SEMANTIC,S1,trigrams,phased rollout pilot,3,temporal_dynamics|imagination_and_possibility,2,pilot|phased,rollout,1,0.3333333333333333,False
a late pivot,2,HYBRID_SEMANTIC,S1,trigrams,late pivot,2,imagination_and_possibility,1,pivot,,0,0.0,False
and less evidence,2,HYBRID_SEMANTIC,S1,trigrams,less evidence,2,truth_and_fact,1,evidence,,0,0.0,False
chain risk than,2,HYBRID_SEMANTIC,S1,trigrams,chain risk than,3,practicality_and_feasibility,1,risk,,0,0.0,False
conditional alternative novagrid,2,HYBRID_SEMANTIC,S1,trigrams,conditional alternative novagrid,3,imagination_and_possibility,1,alternative,novagrid,1,0.3333333333333333,False
schedule protections milestone,2,HYBRID_SEMANTIC,S1,trigrams,schedule protections milestone,3,practicality_and_feasibility,1,schedule,,0,0.0,False
year cost model,2,HYBRID_SEMANTIC,S1,trigrams,year cost model,3,practicality_and_feasibility,1,cost,,0,0.0,False
certainty approval friction,2,HYBRID_SEMANTIC,S1,trigrams,certainty approval friction,3,practicality_and_feasibility,1,friction,,0,0.0,False
a later phase,2,HYBRID_SEMANTIC,S1,trigrams,later phase,2,temporal_dynamics,1,phase,,0,0.0,False
legacy integrated platform,2,HYBRID_SEMANTIC,S1,trigrams,legacy integrated platform,3,temporal_dynamics,1,legacy,integrated,1,0.3333333333333333,False
viable alternative only,2,HYBRID_SEMANTIC,S1,trigrams,viable alternative,2,imagination_and_possibility,1,alternative,,0,0.0,False
ask verify documented,2,HYBRID_SEMANTIC,S1,trigrams,ask verify documented,3,truth_and_fact,1,verify,,0,0.0,False
constrained contractually novagrid,2,HYBRID_SEMANTIC,S1,trigrams,constrained contractually novagrid,3,practicality_and_feasibility,1,constrained,novagrid,1,0.3333333333333333,False
cost view and,2,HYBRID_SEMANTIC,S1,trigrams,cost view,2,practicality_and_feasibility,1,cost,,0,0.0,False
scenarios and success,2,HYBRID_SEMANTIC,S1,trigrams,scenarios success,2,temporal_dynamics,1,scenarios,,0,0.0,False
to implement detours,2,HYBRID_SEMANTIC,S1,trigrams,implement detours,2,practicality_and_feasibility,1,implement,,0,0.0,False
incident adaptive features,2,HYBRID_SEMANTIC,S1,trigrams,incident adaptive features,3,temporal_dynamics,1,adaptive,adaptive,1,0.3333333333333333,False
corridor overrides priority,2,HYBRID_SEMANTIC,S1,trigrams,corridor overrides priority,3,practicality_and_feasibility,1,priority,,0,0.0,False
trending toward civitas,2,HYBRID_SEMANTIC,S1,trigrams,trending toward civitas,3,temporal_dynamics,1,trending,civitas,1,0.3333333333333333,False
failover adding cost,2,HYBRID_SEMANTIC,S1,trigrams,failover adding cost,3,practicality_and_feasibility,1,cost,failover,1,0.3333333333333333,False
adding cost time,2,HYBRID_SEMANTIC,S1,trigrams,adding cost time,3,practicality_and_feasibility,1,cost,,0,0.0,False
formats exit transition,2,HYBRID_SEMANTIC,S1,trigrams,formats exit transition,3,temporal_dynamics,1,transition,,0,0.0,False
incident scenarios detours,2,HYBRID_SEMANTIC,S1,trigrams,incident scenarios detours,3,temporal_dynamics,1,scenarios,,0,0.0,False
for budget chair,2,HYBRID_SEMANTIC,S1,trigrams,budget chair,2,practicality_and_feasibility,1,budget,,0,0.0,False
pilot corridor with,2,HYBRID_SEMANTIC,S1,trigrams,pilot corridor,2,imagination_and_possibility,1,pilot,,0,0.0,False
pilot corridor prove,2,HYBRID_SEMANTIC,S1,trigrams,pilot corridor prove,3,imagination_and_possibility,1,pilot,,0,0.0,False
rollout pilot corridor,2,HYBRID_SEMANTIC,S1,trigrams,rollout pilot corridor,3,imagination_and_possibility,1,pilot,rollout,1,0.3333333333333333,False
pilot corridor first,2,HYBRID_SEMANTIC,S1,trigrams,pilot corridor first,3,imagination_and_possibility,1,pilot,,0,0.0,False
formats priced transition,2,HYBRID_SEMANTIC,S1,trigrams,formats priced transition,3,temporal_dynamics,1,transition,,0,0.0,False
scenarios must be,2,HYBRID_SEMANTIC,S1,trigrams,scenarios must,2,temporal_dynamics,1,scenarios,,0,0.0,False
real schedule threat,2,HYBRID_SEMANTIC,S1,trigrams,real schedule threat,3,practicality_and_feasibility,1,schedule,,0,0.0,False
schedule threat modular,2,HYBRID_SEMANTIC,S1,trigrams,schedule threat modular,3,practicality_and_feasibility,1,schedule,modular,1,0.3333333333333333,False
scenarios detours overrides,2,HYBRID_SEMANTIC,S1,trigrams,scenarios detours overrides,3,temporal_dynamics,1,scenarios,,0,0.0,False
remedies schedule accountability,2,HYBRID_SEMANTIC,S1,trigrams,remedies schedule accountability,3,practicality_and_feasibility,1,schedule,,0,0.0,False
