ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy
debugging attempts speculative hypotheses,2,HYBRID_3_5,S5,quadgrams,debugging attempts speculative hypotheses,4,truth_and_fact|imagination_and_possibility,1,speculative,,0,0.0,False
tried may be outdated,2,HYBRID_3_5,S5,quadgrams,tried may outdated,3,temporal_dynamics,1,outdated,,0,0.0,False
spine adrs conventions constraints,2,HYBRID_3_5,S5,quadgrams,spine adrs conventions constraints,4,practicality_and_feasibility,1,constraints,,0,0.0,False
only can make continuity,2,HYBRID_3_5,S5,quadgrams,make continuity,2,temporal_dynamics,1,continuity,continuity,1,0.5,False
can make continuity mostly,2,HYBRID_3_5,S5,quadgrams,make continuity mostly,3,temporal_dynamics,1,continuity,continuity,1,0.3333333333333333,False
rut staleness risk unless,2,HYBRID_3_5,S5,quadgrams,rut staleness risk unless,4,practicality_and_feasibility,1,risk,staleness,1,0.25,False
architectures make continuity more,2,HYBRID_3_5,S5,quadgrams,architectures make continuity more,4,temporal_dynamics,1,continuity,continuity,1,0.25,False
make continuity more likely,2,HYBRID_3_5,S5,quadgrams,make continuity more likely,4,temporal_dynamics,1,continuity,continuity,1,0.25,False
continuity more likely to,2,HYBRID_3_5,S5,quadgrams,continuity more likely,3,temporal_dynamics,1,continuity,continuity,1,0.3333333333333333,False
users can t correct,2,HYBRID_3_5,S5,quadgrams,users correct,2,truth_and_fact,1,correct,,0,0.0,False
continuity where it s,2,HYBRID_3_5,S5,quadgrams,continuity where,2,temporal_dynamics,1,continuity,continuity,1,0.5,False
keep continuity from becoming,2,HYBRID_3_5,S5,quadgrams,keep continuity becoming,3,temporal_dynamics,1,continuity,continuity,1,0.3333333333333333,False
blocks volatile evidence retrieval,2,HYBRID_3_5,S5,quadgrams,blocks volatile evidence retrieval,4,truth_and_fact,1,evidence,retrieval,1,0.25,False
evidence items influenced the,2,HYBRID_3_5,S5,quadgrams,evidence items influenced,3,truth_and_fact,1,evidence,,0,0.0,False
and provenance from day,2,HYBRID_3_5,S5,quadgrams,provenance day,2,truth_and_fact,1,provenance,,0,0.0,False
provenance from day one,2,HYBRID_3_5,S5,quadgrams,provenance day one,3,truth_and_fact,1,provenance,,0,0.0,False
scope status timestamps provenance,2,HYBRID_3_5,S5,quadgrams,scope status timestamps provenance,4,truth_and_fact,1,provenance,,0,0.0,False
status timestamps provenance links,2,HYBRID_3_5,S5,quadgrams,status timestamps provenance links,4,truth_and_fact,1,provenance,,0,0.0,False
on demand evidence retrieval,4,HYBRID_SEMANTIC,S5,quadgrams,demand evidence retrieval,3,truth_and_fact,1,evidence,retrieval,1,0.3333333333333333,False
irrelevant outdated never use,3,HYBRID_SEMANTIC,S5,quadgrams,irrelevant outdated never use,4,temporal_dynamics,1,outdated,,0,0.0,False
outdated never use again,3,HYBRID_SEMANTIC,S5,quadgrams,outdated never use again,4,temporal_dynamics,1,outdated,,0,0.0,False
durable truth from exploration,2,HYBRID_SEMANTIC,S5,quadgrams,durable truth exploration,3,truth_and_fact|imagination_and_possibility,2,truth|exploration,,0,0.0,False
truth from exploration exhaust,2,HYBRID_SEMANTIC,S5,quadgrams,truth exploration exhaust,3,truth_and_fact|imagination_and_possibility,2,truth|exploration,,0,0.0,False
constraints conventions glossary confirmed,2,HYBRID_SEMANTIC,S5,quadgrams,constraints conventions glossary confirmed,4,truth_and_fact|practicality_and_feasibility,2,confirmed|constraints,,0,0.0,False
can expire unless reaffirmed,2,HYBRID_SEMANTIC,S5,quadgrams,expire unless reaffirmed,3,temporal_dynamics,1,expire,,0,0.0,False
provenance links derived from,2,HYBRID_SEMANTIC,S5,quadgrams,provenance links derived,3,truth_and_fact,1,provenance,,0,0.0,False
fresh eyes constraints only,2,HYBRID_SEMANTIC,S5,quadgrams,fresh eyes constraints,3,practicality_and_feasibility,1,constraints,fresh eyes,1,0.6666666666666666,False
by default decisions constraints,2,HYBRID_SEMANTIC,S5,quadgrams,default decisions constraints,3,practicality_and_feasibility,1,constraints,,0,0.0,False
default decisions constraints conventions,2,HYBRID_SEMANTIC,S5,quadgrams,default decisions constraints conventions,4,practicality_and_feasibility,1,constraints,,0,0.0,False
risk frequent retrieval of,2,HYBRID_SEMANTIC,S5,quadgrams,risk frequent retrieval,3,practicality_and_feasibility,1,risk,retrieval,1,0.3333333333333333,False
the risk is real,2,HYBRID_SEMANTIC,S5,quadgrams,risk real,2,practicality_and_feasibility,1,risk,,0,0.0,False
verify against the current,2,HYBRID_SEMANTIC,S5,quadgrams,verify against current,3,truth_and_fact,1,verify,,0,0.0,False
last verified at sha,2,HYBRID_SEMANTIC,S5,quadgrams,last verified sha,3,truth_and_fact,1,verified,,0,0.0,False
verified at sha date,2,HYBRID_SEMANTIC,S5,quadgrams,verified sha date,3,truth_and_fact,1,verified,,0,0.0,False
you choose continuity via,2,HYBRID_SEMANTIC,S5,quadgrams,choose continuity via,3,temporal_dynamics,1,continuity,continuity,1,0.3333333333333333,False
feeds isolation argument risk,2,HYBRID_SEMANTIC,S5,quadgrams,feeds isolation argument risk,4,practicality_and_feasibility,1,risk,,0,0.0,False
active superseded links constraints,2,HYBRID_SEMANTIC,S5,quadgrams,active superseded links constraints,4,practicality_and_feasibility,1,constraints,,0,0.0,False
superseded links constraints security,2,HYBRID_SEMANTIC,S5,quadgrams,superseded links constraints security,4,practicality_and_feasibility,1,constraints,,0,0.0,False
constraints security compliance slo,2,HYBRID_SEMANTIC,S5,quadgrams,constraints security compliance slo,4,practicality_and_feasibility,1,constraints,,0,0.0,False
confirmed root causes fixes,2,HYBRID_SEMANTIC,S5,quadgrams,confirmed root causes fixes,4,truth_and_fact,1,confirmed,,0,0.0,False
or stored as evidence,2,HYBRID_SEMANTIC,S5,quadgrams,stored evidence,2,truth_and_fact,1,evidence,,0,0.0,False
stored as evidence in,2,HYBRID_SEMANTIC,S5,quadgrams,stored evidence,2,truth_and_fact,1,evidence,,0,0.0,False
as evidence in b,2,HYBRID_SEMANTIC,S5,quadgrams,evidence b,2,truth_and_fact,1,evidence,,0,0.0,False
evidence in b under,2,HYBRID_SEMANTIC,S5,quadgrams,evidence b under,3,truth_and_fact,1,evidence,,0,0.0,False
editable diffable source linked,2,HYBRID_SEMANTIC,S5,quadgrams,editable diffable source linked,4,truth_and_fact,1,source,,0,0.0,False
decision constraint convention glossary,2,HYBRID_SEMANTIC,S5,quadgrams,decision constraint convention glossary,4,practicality_and_feasibility,1,constraint,,0,0.0,False
constraint convention glossary learning,2,HYBRID_SEMANTIC,S5,quadgrams,constraint convention glossary learning,4,practicality_and_feasibility,1,constraint,,0,0.0,False
