ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy
predictable long term operating,3,HYBRID_3_5,S1,quadgrams,predictable long term operating,4,temporal_dynamics,1,long term,,0,0.0,False
pre priced transition assistance,3,HYBRID_3_5,S1,quadgrams,pre priced transition assistance,4,temporal_dynamics,1,transition,,0,0.0,False
data ownership export timing,3,HYBRID_3_5,S1,quadgrams,data ownership export timing,4,truth_and_fact,1,data,,0,0.0,False
operations package evp priority,3,HYBRID_3_5,S1,quadgrams,operations package evp priority,4,practicality_and_feasibility,1,priority,,0,0.0,False
data export transition assistance,2,HYBRID_3_5,S1,quadgrams,data export transition assistance,4,truth_and_fact|temporal_dynamics,2,transition|data,,0,0.0,False
risk lock in resilience,2,HYBRID_3_5,S1,quadgrams,risk lock resilience,3,practicality_and_feasibility|temporal_dynamics,2,resilience|risk,lock in,1,0.3333333333333333,False
avoids the most uncertain,2,HYBRID_3_5,S1,quadgrams,avoids most uncertain,3,truth_and_fact,1,uncertain,,0,0.0,False
standards models multi source,2,HYBRID_3_5,S1,quadgrams,standards models multi source,4,truth_and_fact,1,source,,0,0.0,False
less long horizon evidence,2,HYBRID_3_5,S1,quadgrams,less long horizon evidence,4,truth_and_fact,1,evidence,,0,0.0,False
transition assistance rates pre,2,HYBRID_3_5,S1,quadgrams,transition assistance rates pre,4,temporal_dynamics,1,transition,,0,0.0,False
risk and narrative risk,2,HYBRID_3_5,S1,quadgrams,risk narrative risk,3,practicality_and_feasibility,1,risk,,0,0.0,False
and narrative risk even,2,HYBRID_3_5,S1,quadgrams,narrative risk even,3,practicality_and_feasibility,1,risk,,0,0.0,False
narrative risk even if,2,HYBRID_3_5,S1,quadgrams,narrative risk even,3,practicality_and_feasibility,1,risk,,0,0.0,False
90k annual cloud cost,2,HYBRID_3_5,S1,quadgrams,90k annual cloud cost,4,practicality_and_feasibility,1,cost,cloud|90k,2,0.5,False
the lowest approval friction,2,HYBRID_3_5,S1,quadgrams,lowest approval friction,3,practicality_and_feasibility,1,friction,,0,0.0,False
is the main constraint,2,HYBRID_3_5,S1,quadgrams,main constraint,2,practicality_and_feasibility,1,constraint,,0,0.0,False
risk if you share,2,HYBRID_3_5,S1,quadgrams,risk share,2,practicality_and_feasibility,1,risk,,0,0.0,False
year s tighter budget,2,HYBRID_3_5,S1,quadgrams,year tighter budget,3,practicality_and_feasibility,1,budget,,0,0.0,False
civitas s modular option,2,HYBRID_3_5,S1,quadgrams,civitas modular option,3,imagination_and_possibility,1,option,civitas|modular,2,0.6666666666666666,False
less proven cities years,2,HYBRID_3_5,S1,quadgrams,less proven cities years,4,truth_and_fact,1,proven,,0,0.0,False
the modular option even,2,HYBRID_3_5,S1,quadgrams,modular option even,3,imagination_and_possibility,1,option,modular,1,0.3333333333333333,False
real schedule critical path,2,HYBRID_3_5,S1,quadgrams,real schedule critical path,4,practicality_and_feasibility,1,schedule,,0,0.0,False
open controller option plus,2,HYBRID_3_5,S1,quadgrams,open controller option plus,4,imagination_and_possibility,1,option,controller,1,0.25,False
multi source procurement city,2,HYBRID_3_5,S1,quadgrams,multi source procurement city,4,truth_and_fact,1,source,procurement,1,0.25,False
source procurement city ownership,2,HYBRID_3_5,S1,quadgrams,source procurement city ownership,4,truth_and_fact,1,source,procurement,1,0.25,False
transition assistance rates and,2,HYBRID_3_5,S1,quadgrams,transition assistance rates,3,temporal_dynamics,1,transition,,0,0.0,False
at risk due to,2,HYBRID_3_5,S1,quadgrams,risk due,2,practicality_and_feasibility,1,risk,,0,0.0,False
term operating cost stability,2,HYBRID_3_5,S1,quadgrams,term operating cost stability,4,practicality_and_feasibility,1,cost,,0,0.0,False
most predictable long term,2,HYBRID_3_5,S1,quadgrams,most predictable long term,4,temporal_dynamics,1,long term,,0,0.0,False
package evp priority incident,2,HYBRID_3_5,S1,quadgrams,package evp priority incident,4,practicality_and_feasibility,1,priority,,0,0.0,False
evp priority incident corridor,2,HYBRID_3_5,S1,quadgrams,evp priority incident corridor,4,practicality_and_feasibility,1,priority,,0,0.0,False
priority incident corridor modes,2,HYBRID_3_5,S1,quadgrams,priority incident corridor modes,4,practicality_and_feasibility,1,priority,,0,0.0,False
transition assistance priced now,6,HYBRID_SEMANTIC,S1,quadgrams,transition assistance priced now,4,temporal_dynamics,1,transition,,0,0.0,False
priced transition assistance incident,4,HYBRID_SEMANTIC,S1,quadgrams,priced transition assistance incident,4,temporal_dynamics,1,transition,,0,0.0,False
detours overrides priority workflows,3,HYBRID_SEMANTIC,S1,quadgrams,detours overrides priority workflows,4,practicality_and_feasibility,1,priority,,0,0.0,False
cost exposure operational maturity,2,HYBRID_SEMANTIC,S1,quadgrams,cost exposure operational maturity,4,practicality_and_feasibility|temporal_dynamics,3,cost|operational|maturity,,0,0.0,False
year cost exposure operational,2,HYBRID_SEMANTIC,S1,quadgrams,year cost exposure operational,4,practicality_and_feasibility,2,cost|operational,,0,0.0,False
cost continuity protections are,2,HYBRID_SEMANTIC,S1,quadgrams,cost continuity protections,3,practicality_and_feasibility|temporal_dynamics,2,cost|continuity,,0,0.0,False
term cost continuity protections,2,HYBRID_SEMANTIC,S1,quadgrams,term cost continuity protections,4,practicality_and_feasibility|temporal_dynamics,2,cost|continuity,,0,0.0,False
and continuity risks and,2,HYBRID_SEMANTIC,S1,quadgrams,continuity risks,2,practicality_and_feasibility|temporal_dynamics,2,risks|continuity,,0,0.0,False
a phased rollout pilot,2,HYBRID_SEMANTIC,S1,quadgrams,phased rollout pilot,3,temporal_dynamics|imagination_and_possibility,2,pilot|phased,rollout,1,0.3333333333333333,False
phased rollout pilot corridor,2,HYBRID_SEMANTIC,S1,quadgrams,phased rollout pilot corridor,4,temporal_dynamics|imagination_and_possibility,2,pilot|phased,rollout,1,0.25,False
scenarios detours overrides priority,2,HYBRID_SEMANTIC,S1,quadgrams,scenarios detours overrides priority,4,practicality_and_feasibility|temporal_dynamics,2,scenarios|priority,,0,0.0,False
supply chain risk than,2,HYBRID_SEMANTIC,S1,quadgrams,supply chain risk than,4,practicality_and_feasibility,1,risk,supply chain,1,0.5,False
schedule protections milestone dates,2,HYBRID_SEMANTIC,S1,quadgrams,schedule protections milestone dates,4,practicality_and_feasibility,1,schedule,,0,0.0,False
exit and transition assistance,2,HYBRID_SEMANTIC,S1,quadgrams,exit transition assistance,3,temporal_dynamics,1,transition,,0,0.0,False
and transition assistance priced,2,HYBRID_SEMANTIC,S1,quadgrams,transition assistance priced,3,temporal_dynamics,1,transition,,0,0.0,False
a viable alternative only,2,HYBRID_SEMANTIC,S1,quadgrams,viable alternative,2,imagination_and_possibility,1,alternative,,0,0.0,False
viable alternative only if,2,HYBRID_SEMANTIC,S1,quadgrams,viable alternative,2,imagination_and_possibility,1,alternative,,0,0.0,False
continuity protections are secured,2,HYBRID_SEMANTIC,S1,quadgrams,continuity protections secured,3,temporal_dynamics,1,continuity,,0,0.0,False
to ask verify documented,2,HYBRID_SEMANTIC,S1,quadgrams,ask verify documented,3,truth_and_fact,1,verify,,0,0.0,False
architecture option is the,2,HYBRID_SEMANTIC,S1,quadgrams,architecture option,2,imagination_and_possibility,1,option,architecture,1,0.5,False
deliverable not a future,2,HYBRID_SEMANTIC,S1,quadgrams,deliverable future,2,temporal_dynamics,1,future,,0,0.0,False
time to implement detours,2,HYBRID_SEMANTIC,S1,quadgrams,time implement detours,3,practicality_and_feasibility,1,implement,,0,0.0,False
to implement detours overrides,2,HYBRID_SEMANTIC,S1,quadgrams,implement detours overrides,3,practicality_and_feasibility,1,implement,,0,0.0,False
detours corridor overrides priority,2,HYBRID_SEMANTIC,S1,quadgrams,detours corridor overrides priority,4,practicality_and_feasibility,1,priority,,0,0.0,False
corridor overrides priority workflows,2,HYBRID_SEMANTIC,S1,quadgrams,corridor overrides priority workflows,4,practicality_and_feasibility,1,priority,,0,0.0,False
trending toward civitas modular,2,HYBRID_SEMANTIC,S1,quadgrams,trending toward civitas modular,4,temporal_dynamics,1,trending,civitas|modular,2,0.5,False
failover adding cost time,2,HYBRID_SEMANTIC,S1,quadgrams,failover adding cost time,4,practicality_and_feasibility,1,cost,failover,1,0.25,False
documented formats exit transition,2,HYBRID_SEMANTIC,S1,quadgrams,documented formats exit transition,4,temporal_dynamics,1,transition,,0,0.0,False
formats exit transition assistance,2,HYBRID_SEMANTIC,S1,quadgrams,formats exit transition assistance,4,temporal_dynamics,1,transition,,0,0.0,False
exit transition assistance priced,2,HYBRID_SEMANTIC,S1,quadgrams,exit transition assistance priced,4,temporal_dynamics,1,transition,,0,0.0,False
start with a pilot,2,HYBRID_SEMANTIC,S1,quadgrams,start pilot,2,imagination_and_possibility,1,pilot,,0,0.0,False
a pilot corridor prove,2,HYBRID_SEMANTIC,S1,quadgrams,pilot corridor prove,3,imagination_and_possibility,1,pilot,,0,0.0,False
pilot corridor prove stability,2,HYBRID_SEMANTIC,S1,quadgrams,pilot corridor prove stability,4,imagination_and_possibility,1,pilot,,0,0.0,False
with a phased rollout,2,HYBRID_SEMANTIC,S1,quadgrams,phased rollout,2,temporal_dynamics,1,phased,rollout,1,0.5,False
rollout pilot corridor first,2,HYBRID_SEMANTIC,S1,quadgrams,rollout pilot corridor first,4,imagination_and_possibility,1,pilot,rollout,1,0.25,False
documented formats priced transition,2,HYBRID_SEMANTIC,S1,quadgrams,documented formats priced transition,4,temporal_dynamics,1,transition,,0,0.0,False
formats priced transition assistance,2,HYBRID_SEMANTIC,S1,quadgrams,formats priced transition assistance,4,temporal_dynamics,1,transition,,0,0.0,False
transition assistance incident operations,2,HYBRID_SEMANTIC,S1,quadgrams,transition assistance incident operations,4,temporal_dynamics,1,transition,,0,0.0,False
scenarios must be implemented,2,HYBRID_SEMANTIC,S1,quadgrams,scenarios must implemented,3,temporal_dynamics,1,scenarios,,0,0.0,False
a real schedule threat,2,HYBRID_SEMANTIC,S1,quadgrams,real schedule threat,3,practicality_and_feasibility,1,schedule,,0,0.0,False
real schedule threat modular,2,HYBRID_SEMANTIC,S1,quadgrams,real schedule threat modular,4,practicality_and_feasibility,1,schedule,modular,1,0.25,False
than their legacy integrated,2,HYBRID_SEMANTIC,S1,quadgrams,than legacy integrated,3,temporal_dynamics,1,legacy,integrated,1,0.3333333333333333,False
