ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
rollout plan with,2,CONTROL,S1,trigrams,rollout plan,2,,0,,rollout,1,0.5,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan|rollout,False
plan with early,2,CONTROL,S1,trigrams,plan early,2,,0,,,0,0.0,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.action_and_execution|temporal_projection.time_horizons,2,2,2,0,practical_considerations_and_execution|temporal_projection,,early|plan,False
timing plans config,3,HYBRID_3_5,S1,trigrams,timing plans config,3,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plans,False
plans config logs,3,HYBRID_3_5,S1,trigrams,plans config logs,3,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plans,False
faster nominal rollout,2,HYBRID_3_5,S1,trigrams,faster nominal rollout,3,,0,,rollout,1,0.3333333333333333,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,rollout,False
evp incident plans,2,HYBRID_3_5,S1,trigrams,evp incident plans,3,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plans,False
incident plans integrations,2,HYBRID_3_5,S1,trigrams,incident plans integrations,3,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plans,False
spares plan delivered,2,HYBRID_3_5,S1,trigrams,spares plan delivered,3,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
plan delivered early,2,HYBRID_3_5,S1,trigrams,plan delivered early,3,,0,,,0,0.0,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.action_and_execution|temporal_projection.time_horizons,2,2,2,0,practical_considerations_and_execution|temporal_projection,,early|plan,False
implement detours overrides,3,HYBRID_SEMANTIC,S1,trigrams,implement detours overrides,3,practicality_and_feasibility,1,implement,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,implement,False
a phased rollout,3,HYBRID_SEMANTIC,S1,trigrams,phased rollout,2,temporal_dynamics,1,phased,rollout,1,0.5,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.action_and_execution|temporal_projection.change_and_rate,2,2,2,0,practical_considerations_and_execution|temporal_projection,,phas|phased|rollout,False
plans logs and,3,HYBRID_SEMANTIC,S1,trigrams,plans logs,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plans,False
pilot phased rollout,2,HYBRID_SEMANTIC,S1,trigrams,pilot phased rollout,3,temporal_dynamics|imagination_and_possibility,2,pilot|phased,rollout,1,0.3333333333333333,False,imagination_and_possibility|practical_considerations_and_execution|temporal_projection,imagination_and_possibility.path_toward_feasibility|practical_considerations_and_execution.action_and_execution|temporal_projection.change_and_rate,3,3,3,0,imagination_and_possibility|practical_considerations_and_execution|temporal_projection,,phas|phased|pilot|rollout,False
phased rollout pilot,2,HYBRID_SEMANTIC,S1,trigrams,phased rollout pilot,3,temporal_dynamics|imagination_and_possibility,2,pilot|phased,rollout,1,0.3333333333333333,False,imagination_and_possibility|practical_considerations_and_execution|temporal_projection,imagination_and_possibility.path_toward_feasibility|practical_considerations_and_execution.action_and_execution|temporal_projection.change_and_rate,3,3,3,0,imagination_and_possibility|practical_considerations_and_execution|temporal_projection,,phas|phased|pilot|rollout,False
to implement detours,2,HYBRID_SEMANTIC,S1,trigrams,implement detours,2,practicality_and_feasibility,1,implement,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,implement,False
rollout pilot corridor,2,HYBRID_SEMANTIC,S1,trigrams,rollout pilot corridor,3,imagination_and_possibility,1,pilot,rollout,1,0.3333333333333333,False,imagination_and_possibility|practical_considerations_and_execution,imagination_and_possibility.path_toward_feasibility|practical_considerations_and_execution.action_and_execution,2,2,2,0,imagination_and_possibility|practical_considerations_and_execution,,pilot|rollout,False
timing plans databases,2,HYBRID_SEMANTIC,S1,trigrams,timing plans databases,3,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plans,False
plans databases logs,2,HYBRID_SEMANTIC,S1,trigrams,plans databases logs,3,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plans,False
full scale rollout,2,HYBRID_SEMANTIC,S1,trigrams,full scale rollout,3,,0,,rollout,1,0.3333333333333333,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,rollout,False
must be implemented,2,HYBRID_SEMANTIC,S1,trigrams,must implemented,2,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,implement,False
