ngram,count,system,scenario,level,content_words,content_token_count,matched_constraints,constraint_hit_count,matched_lexicon_terms,matched_scenario_terms,scenario_hit_count,scenario_token_ratio,scenario_heavy,expression_groups,expression_first_class,expression_group_count,expression_first_class_count,layer_a_count,layer_b_count,layer_a_groups,layer_b_groups,matched_expression_terms,unclassified
ownership export timing plans,3,HYBRID_3_5,S1,quadgrams,ownership export timing plans,4,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plans,False
export timing plans config,3,HYBRID_3_5,S1,quadgrams,export timing plans config,4,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plans,False
timing plans config logs,3,HYBRID_3_5,S1,quadgrams,timing plans config logs,4,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plans,False
evp incident plans integrations,2,HYBRID_3_5,S1,quadgrams,evp incident plans integrations,4,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plans,False
a spares plan delivered,2,HYBRID_3_5,S1,quadgrams,spares plan delivered,3,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plan,False
spares plan delivered early,2,HYBRID_3_5,S1,quadgrams,spares plan delivered early,4,,0,,,0,0.0,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.action_and_execution|temporal_projection.time_horizons,2,2,2,0,practical_considerations_and_execution|temporal_projection,,early|plan,False
timing plans logs and,3,HYBRID_SEMANTIC,S1,quadgrams,timing plans logs,3,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plans,False
plans logs and performance,3,HYBRID_SEMANTIC,S1,quadgrams,plans logs performance,3,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plans,False
a phased rollout pilot,2,HYBRID_SEMANTIC,S1,quadgrams,phased rollout pilot,3,temporal_dynamics|imagination_and_possibility,2,pilot|phased,rollout,1,0.3333333333333333,False,imagination_and_possibility|practical_considerations_and_execution|temporal_projection,imagination_and_possibility.path_toward_feasibility|practical_considerations_and_execution.action_and_execution|temporal_projection.change_and_rate,3,3,3,0,imagination_and_possibility|practical_considerations_and_execution|temporal_projection,,phas|phased|pilot|rollout,False
phased rollout pilot corridor,2,HYBRID_SEMANTIC,S1,quadgrams,phased rollout pilot corridor,4,temporal_dynamics|imagination_and_possibility,2,pilot|phased,rollout,1,0.25,False,imagination_and_possibility|practical_considerations_and_execution|temporal_projection,imagination_and_possibility.path_toward_feasibility|practical_considerations_and_execution.action_and_execution|temporal_projection.change_and_rate,3,3,3,0,imagination_and_possibility|practical_considerations_and_execution|temporal_projection,,phas|phased|pilot|rollout,False
time to implement detours,2,HYBRID_SEMANTIC,S1,quadgrams,time implement detours,3,practicality_and_feasibility,1,implement,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,implement,False
to implement detours overrides,2,HYBRID_SEMANTIC,S1,quadgrams,implement detours overrides,3,practicality_and_feasibility,1,implement,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,implement,False
start with a pilot,2,HYBRID_SEMANTIC,S1,quadgrams,start pilot,2,imagination_and_possibility,1,pilot,,0,0.0,False,imagination_and_possibility|practical_considerations_and_execution,imagination_and_possibility.path_toward_feasibility|practical_considerations_and_execution.action_and_execution,2,2,2,0,imagination_and_possibility|practical_considerations_and_execution,,pilot|start,False
with a phased rollout,2,HYBRID_SEMANTIC,S1,quadgrams,phased rollout,2,temporal_dynamics,1,phased,rollout,1,0.5,False,practical_considerations_and_execution|temporal_projection,practical_considerations_and_execution.action_and_execution|temporal_projection.change_and_rate,2,2,2,0,practical_considerations_and_execution|temporal_projection,,phas|phased|rollout,False
rollout pilot corridor first,2,HYBRID_SEMANTIC,S1,quadgrams,rollout pilot corridor first,4,imagination_and_possibility,1,pilot,rollout,1,0.25,False,imagination_and_possibility|practical_considerations_and_execution,imagination_and_possibility.path_toward_feasibility|practical_considerations_and_execution.action_and_execution,2,2,2,0,imagination_and_possibility|practical_considerations_and_execution,,pilot|rollout,False
scenarios must be implemented,2,HYBRID_SEMANTIC,S1,quadgrams,scenarios must implemented,3,temporal_dynamics,1,scenarios,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,implement,False
timing plans databases logs,2,HYBRID_SEMANTIC,S1,quadgrams,timing plans databases logs,4,,0,,,0,0.0,False,practical_considerations_and_execution,practical_considerations_and_execution.action_and_execution,1,1,1,0,practical_considerations_and_execution,,plans,False
tested time to deploy,2,HYBRID_SEMANTIC,S1,quadgrams,tested time deploy,3,,0,,,0,0.0,False,practical_considerations_and_execution|truth,practical_considerations_and_execution.action_and_execution|truth.verification,2,2,2,0,practical_considerations_and_execution|truth,,deploy|tested,False
